"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (April-June)",,,,, 
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions 
,,Koho Financial Inc.,"TORONTO, ON M5V 2Y1",2173-Software engineers and designers,1
,,KPG Canada Inc.,"Bolton, ON L7E 1E5",2233-Industrial engineering and manufacturing technologists and technicians,1
,,KSB Pumps Inc.,"Mississauga, ON L4W 3N8","0016-Senior managers - construction, transportation, production and utilities",1
,,Lang Management,"Etobicoke, ON M8Z 0B9","5232-Other performers, n.e.c.",1
,,Le Kochi Cuisine Ltd.,"Brampton, ON L6R 3Y5",6321-Chefs,2
,,Limen Form Work Corp.,"TORONTO, ON M3J 1Z9",7271-Carpenters,5
,,,,7281-Bricklayers,5
,,Limen Masonry Corp,"TORONTO, ON M3J 1Z9",7271-Carpenters,5
,,,,7281-Bricklayers,5
,,Limen Restoration Corp.,"TORONTO, ON M3J 1Z9",7271-Carpenters,3
,,Limited Property Estate of Susan E Grange,"Cheltenham, ON L7C 3G5","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Little Turkish Lounge Inc,"ORLEANS, ON K1C 7C5",6321-Chefs,1
,,LJP Corporation o/a Hockley Valley Resort,"Mono, ON L9W 5X7",6321-Chefs,1
,,Load Solutions Inc.,"MISSISSAUGA, ON L5T 2G9","1211-Supervisors, general office and administrative support workers",1
,,,,"1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Lofty Logistics Inc.,"Brampton, ON L6P 1Z3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,London Health Sciences Centre,"London, ON N6A 5W9",3111-Specialist physicians,3
,,Lovech Ltd.,"Concord, ON L4K 4N4",7231-Machinists and machining and tooling inspectors,1
,,LW Coffee Inc,"Toronto, ON M5H 4E7",0631-Restaurant and food service managers,1
,,M.E. Andrews & Associates Limited,"Ottawa, ON K1N 6P2",2264-Construction inspectors,1
,,Mad Mexican Prepared Foods Ltd.,"SCARBOROUGH, ON M1R 3C3","0124-Advertising, marketing and public relations managers",1
,,MagCan Plastic Inc.,"Brampton, ON L6T 5P3",1311-Accounting technicians and bookkeepers,1
,,Mai Zhang,"STOUFFVILLE, ON L4A 3G9",6211-Retail sales supervisors,1
,,Mana Hospitality Holding Inc.,"Toronto, ON M6S 1N2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,MAP International Inc.,"Toronto, ON M4R 1K8",6222-Retail and wholesale buyers,1
,,Maple Leaf Sports & Entertainment Partnership,"Toronto, ON M5J 2L2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",2
,,Marfab Metal Products Inc.,"Concord, ON L4K 4Y2",7235-Structural metal and platework fabricators and fitters,2
,,Maritimes AVA inc.,"GREEN VALLEY, ON K0C 1L0","2273-Deck officers, water transport",1
,,Markorios Pharma Inc,"Scarborough, ON M1S 4N8",3112-General practitioners and family physicians,1
,,Marshall and Murray Inc.,"London, ON N6A 3R8",2234-Construction estimators,1
,,Masonry Medics Inc.,"Mississauga, ON L5G 2K7",7281-Bricklayers,1
,,Mathematics Ltd.,"Toronto, ON M5A 1R7","5131-Producers, directors, choreographers and related occupations",2
,,Matthews Equipment Ltd.,"Etobicoke, ON M9W 5Z7",6221-Technical sales specialists - wholesale trade,1
,,MC2 Electrical Contractors Ltd.,"WOODBRIDGE, ON L4L 3P6",7241-Electricians (except industrial and power system),1
,,McCloskey International Limited,"Keene, ON K9J 0G6",7237-Welders and related machine operators,8
,,MCI Medical Clinics Inc.,"TORONTO, ON M6A 3A1",3112-General practitioners and family physicians,2
,,McMaster University,"Hamilton, ON L8N 4K1",4011-University professors and lecturers,1
,,Medicentres Canada Inc.,"PETERBOROUGH, ON K9J 4L6",3112-General practitioners and family physicians,1
,,Merchant of Tennis Inc.,"Toronto, ON M4G 3B5","9227-Supervisors, other products manufacturing and assembly",1
,,Mercury Filmworks (Lion 3) Inc,"Ottawa, ON K2E 8C3",5241-Graphic designers and illustrators,2
,,Merrithew International Inc.,"Toronto, ON M4S 2C6","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Metrolinx,"Toronto, ON M5J 1E6","0016-Senior managers - construction, transportation, production and utilities",2
,,MHI Canada Aerospace Inc.,"MISSISSAUGA, ON L4V 1S1",7315-Aircraft mechanics and aircraft inspectors,1
,,Minatech Inc.,"Woodbridge, ON L4L 5W5",7333-Electrical mechanics,1
,,Mine Design Engineering Inc.,"KINGSTON, ON K7K 6C7",2144-Geological engineers,1
,,Missisystems Inc.,"Mississauga, ON L5N 3M1",6221-Technical sales specialists - wholesale trade,1
,,MJR Contractors Ltd.,"Mississauga, ON L4Z 1C2",7271-Carpenters,1
,,Monarch Plastics Ltd.,"OAKVILLE, ON L6L 2X9","9214-Supervisors, plastic and rubber products manufacturing",2
,,Moonstone Quartz Inc. o/a Lucent Quartz,"CONCORD, ON L4K 3M9",6222-Retail and wholesale buyers,1
,,My-Way-Canada Business Developments Ltd.,"TORONTO, ON M8V 1A4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,National Countertops Inc.,"Mississauga, ON L4T 3X2","1211-Supervisors, general office and administrative support workers",1
,,NAV Canada,"Ottawa, ON K1P 5L6",2272-Air traffic controllers and related occupations,3
,,New Endeavours Inc.,"Brampton, ON L6Y 3J2","2271-Air pilots, flight engineers and flying instructors",1
,,,,4021-College and other vocational instructors,2
,,New Frontier Global Limited,"MISSISSAUGA, ON L4Z 3K5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,New Golden Horse Tours (Canada) Ltd,"MARKHAM, ON L3R 0G6","6313-Accommodation, travel, tourism and related services supervisors",1
,,New Malwa Express Inc,"Mississauga, ON L4T 3S8","1211-Supervisors, general office and administrative support workers",1
,,Nimble Content Inc.,"TORONTO, ON M5A 1J2","5131-Producers, directors, choreographers and related occupations",2
,,NK Technolabs,"Scarborough, ON M1K 4H2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",2
,,,,0111-Financial managers,1
,,Nordeste Carpentry,"TORONTO, ON M6B 3W4",7271-Carpenters,1
,,Nortex Roofing Ltd.,"Etobicoke, ON M9W 1N1",7291-Roofers and shinglers,2
,,North America General Contractor Ltd.,"Toronto, ON M6N 5B3",7271-Carpenters,2
,,Novel Transport Inc.,"BRAMPTON, ON L6R 0Y2",1525-Dispatchers,1
,,Noviur Corporation,"CONCORD, ON L4K 3P3",2171-Information systems analysts and consultants,1
,,Novoclad Systems Inc,"MISSISSAUGA, ON L4X 2Z2",7271-Carpenters,3
,,NSafe Engineering Inc.,"ETOBICOKE, ON M9W 4N3",7237-Welders and related machine operators,1
,,Nuare Studio Inc,"WINDSOR, ON N8P 1K1","5131-Producers, directors, choreographers and related occupations",1
,,Old Castle Canada Building Products Inc.,"Concord, ON L4K 5W1",2252-Industrial designers,1
,,Old Navy (Canada) Inc.,"Toronto, ON M4W 3B8","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,O'Leary Plaster & Paint,"TORONTO, ON M4L 2V9","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Olympian Group Systems Inc.,"BRAMPTON, ON L6Y 2Y3",1221-Administrative officers,1
,,Onex Corporation,"Toronto, ON M5J 2S1","2271-Air pilots, flight engineers and flying instructors",3
,,Ontario Corporation 1350793 Greenpath Property Services Inc,"TORONTO, ON M3C 3S2","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Ontario Power Generation,"Toronto, ON M5G 1Z5","0016-Senior managers - construction, transportation, production and utilities",1
,,Ontario Teachers' Pension Plan Board,"Toronto, ON M2M 4H5","0122-Banking, credit and other investment managers",1
,,Onyx Fire Protection Services Inc.,"TORONTO, ON M9W 4M2",2242-Electronic service technicians (household and business equipment),1
,,OPC TV Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,Outdoorsman Motel Limited,"WAWA, ON P0S 1K0",0632-Accommodation service managers,1
,,Oxford Window Installations Ltd.,"Toronto, ON M9W 6X9",7292-Glaziers,1
,,P.M. Capital Inc.,"Toronto, ON M5H 1T1",6321-Chefs,1
,,PADS Inc.,"Brampton, ON L6T 5B1",6221-Technical sales specialists - wholesale trade,1
,,Paliwal Technologies Inc.,"Mississauga, ON L5R 3H7",2171-Information systems analysts and consultants,2
,,Partners Film Inc.,"Toronto, ON M5A 3C4","5131-Producers, directors, choreographers and related occupations",6
,,Paz Roofing and Waterproofing Corporation,"Thornhill, ON L3T 2C6",7291-Roofers and shinglers,1
,,PE Pharma Inc.,"North York, ON M3B 3P6",1122-Professional occupations in business management consulting,1
,,Peter & Paul's Manor Ltd,"KING, ON L7B 0C7",6321-Chefs,1
,,PJB Construction Ltd.,"Toronto, ON M6G 2E5",7271-Carpenters,1
,,Plastic Plus Limited,"TORONTO, ON M6A 1K2","9214-Supervisors, plastic and rubber products manufacturing",1
,,Plutino Models Inc.,"Toronto, ON M6P 4H3","5232-Other performers, n.e.c.",2
,,PNR Railworks Inc,"GUELPH, ON N1H 8M7",2133-Electrical and electronics engineers,2
,,Pointone Graphics Inc.,"Etobicoke, ON M8Z 5J4","0124-Advertising, marketing and public relations managers",1
,,Pollard Enterprises Ltd.,"Burlington, ON L7L 5T8",7291-Roofers and shinglers,2
,,Posera Ltd.,"LONDON, ON N6E 1N9",2283-Information systems testing technicians,1
,,Pranav Dave Professional Corporation,"Brampton, ON L7A 0S9",1221-Administrative officers,1
,,PreGel Canada Inc.,"AURORA, ON L4G 0K2",6221-Technical sales specialists - wholesale trade,1
,,Proteck Roofing & Sheet Metal Inc.,"Toronto, ON M9V 4K6",7291-Roofers and shinglers,5
,,Public Outreach Consultancy Inc.,"Toronto, ON M5T 2V8","0124-Advertising, marketing and public relations managers",1
,,Public Services and Procurement Canada,"Ottawa, ON K1A 0S5","5125-Translators, terminologists and interpreters",29
,,Q1 Aviation Limited,"MISSISSAUGA, ON L5S 1A7",7315-Aircraft mechanics and aircraft inspectors,1
,,Queen's University,"KINGSTON, ON K7L 3N6",4011-University professors and lecturers,7
,,Quick Truck Lube and Oil Ltd.,"Ayr, ON N0B 1E0",7312-Heavy-duty equipment mechanics,1
,,R. A. Discount,"MISSISSAUGA, ON L5J 4S8",7333-Electrical mechanics,1
,,Radke Films Ltd,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,Rafat General Contractor Inc,"Caledon, ON L7E 2Y4",1223-Human resources and recruitment officers,1
,,Rapid7 Canada Inc.,"TORONTO, ON M6K 3H5",2173-Software engineers and designers,1
,,Real Flooring Inc.,"Burlington, ON L7L 5H9",7295-Floor covering installers,1
,,Reilly Lock and Security Systems,"Toronto, ON M6S 2S1","7384-Other trades and related occupations, n.e.c.",1
,,Revolver Films Inc.,"Toronto, ON M5V 2B3","5131-Producers, directors, choreographers and related occupations",5
,,Rogers Communications Canada Inc.,"Toronto, ON M4W 1G9",0113-Purchasing managers,1
,,,,1122-Professional occupations in business management consulting,1
,,Roscoe Postle Associates Inc,"TORONTO, ON M5J 2H7",2113-Geoscientists and oceanographers,1
,,Roseburg Forest Products Canada Ltd.,"PEMBROKE, ON K8A 6W4",2232-Mechanical engineering technologists and technicians,1
,,Royal Canadian Steel Inc.,"Brampton, ON L6T 4A3",1311-Accounting technicians and bookkeepers,1
,,Royal Ottawa Health Care Group,"Ottawa, ON K1Z 7K4",3111-Specialist physicians,1
,,Royal Show Inc.,"Concord, ON L4K 1L4",6211-Retail sales supervisors,1
,,Rudraksha Transport Ltd.,"Mississauga, ON L5T 2B7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Ryerson University,"TORONTO, ON M5B 2K3",4011-University professors and lecturers,1
,,SDAO's Carpentry Ltd,"Toronto, ON M2P 1X9",7271-Carpenters,1
,,Sequoia Content Limited,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",3
,,Sheen Legend Packaging Corp.,"Mississauga, ON L5S 1B8",6314-Customer and information services supervisors,1
,,Shelley Industrial Automation Inc.,"NORTH YORK, ON M3B 1Y8",2241-Electrical and electronics engineering technologists and technicians,1
,,,,6221-Technical sales specialists - wholesale trade,1
,,Shift Recycling Inc.,"TORONTO, ON M9L 2V4",0714-Facility operation and maintenance managers,1
,,Shopify Inc.,"TORONTO, ON M5V 2J4",2174-Computer programmers and interactive media developers,1
,,SK Fresh Linksys Inc.,"Toronto, ON M1B 2G1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Skin and Bones Film Company Inc.,"Toronto, ON M6J 1H6","5131-Producers, directors, choreographers and related occupations",6
,,"Soft Citizen, Inc","TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",2
,,SOHO VFX  Inc.,"TORONTO, ON M6K 0C3",5223-Graphic arts technicians,1
,,Solar Ship Inc.,"TORONTO, ON M5A 3X9",0911-Manufacturing managers,1
,,Solocrete General Contracting Ltd,"Brampton, ON L6Z 0A1",7282-Concrete finishers,3
,,Someplace Nice Inc.,"Toronto, ON M6H 2X6","5131-Producers, directors, choreographers and related occupations",1
,,Soncin Construction corporation,"CONCORD, ON L4K 3T8",7271-Carpenters,1
,,Soul Restaurants Canada Inc. o/a KFC,"TORONTO, ON M2N 6K1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,South Coast Pools Ltd.,"SIMCOE, ON N3Y 3P6",7441-Residential and commercial installers and servicers,1
,,Southern Graphic Systems - Canada Co. DBA Traffik,"TORONTO, ON M6G 1A9",5241-Graphic designers and illustrators,1
,,SPAR Roofing & Metal Supplies Limited,"WESTON, ON M9L 1W4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Sparks Productions Incorporated,"Toronto, ON M6K 3J1","5131-Producers, directors, choreographers and related occupations",4
,,Spot 6 Management Inc.,"Toronto, ON M5V 3T3","5232-Other performers, n.e.c.",1
,,Square Custom Carpentry Inc.,"TORONTO, ON M5R 3W6","7204-Contractors and supervisors, carpentry trades",1
,,SS Masonry Contractor,"NEWMARKET, ON L3X 1N8",7281-Bricklayers,1
,,Star Electrical Services Inc.,"Brampton, ON L6S 5N3",7333-Electrical mechanics,1
,,Steam Films Inc.,"TORONTO, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",3
,,Sum Kim Auto Service Inc.,"Thornhill, ON L3T 1L3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",1
,,Sunnybrook Research Institute,"Toronto, ON M4N 3M5",2111-Physicists and astronomers,1
,,Superior Choice Reno Inc.,"MISSISSAUGA, ON L5N 5W6",7271-Carpenters,1
,,Team Industrial Services,"Markham, ON L6G 1B6","0013-Senior managers - financial, communications and other business services",1
,,TechBlocks Inc,"Vaughan, ON L4K 4J3",2173-Software engineers and designers,1
,,Tekk Construction Group Ltd.,"VAUGHAN, ON L4L 8P9",7271-Carpenters,1
,,TELoIP Inc.,"Mississauga, ON L4W 2T7",2174-Computer programmers and interactive media developers,1
,,The 3 Dukes Masonry Ltd.,"KLEINBURG, ON L4H 4H4",7281-Bricklayers,1
,,The Hospital For Sick Children,"Toronto, ON M5G 1X8",3111-Specialist physicians,1
,,The University of Western Ontario,"London, ON N6A 5B8",4011-University professors and lecturers,8
,,Third Act Productions Inc.,"TORONTO, ON M4M 0A1","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",2
,,,,"6742-Other service support occupations, n.e.c.",2
,,Toolplas Systems Inc.,"Oldcastle, ON N0R 1L0",7232-Tool and die makers,1
,,Top-Line Roofing & Sheet Metal Inc,"Mississauga, ON L4W 1A2",7291-Roofers and shinglers,2
,,Trader Corporation,"Etobicoke, ON M9C 5J1","0013-Senior managers - financial, communications and other business services",1
,,Trans Border Xpress Inc.,"RICHMOND HILL, ON L4C 0V4",0731-Managers in transportation,1
,,Truck Sail Inc.,"ANCASTER, ON L9G 4V5",0211-Engineering managers,1
,,Trueline Construction Company Ltd.,"Woodbridge, ON L4H 3G5",7281-Bricklayers,1
,,TUCC INC.,"TORONTO, ON M5A 0A1",3112-General practitioners and family physicians,1
,,TWI Foods Inc,"Etobicoke, ON M9W 4M2",2243-Industrial instrument technicians and mechanics,1
,,Two Management,"Toronto, ON M5V 2V8","5232-Other performers, n.e.c.",1
,,UCC Group Inc. (BC),"Toronto, ON M9W 5R8",7282-Concrete finishers,5
,,Udupi Madras Cafe Inc,"Mississauga, ON L5B 3Y7",6322-Cooks,1
,,Unilock Ltd,"GEORGETOWN, ON L7G 4X6",7242-Industrial electricians,1
,,Unique Air Heating and Cooling Inc,"KITCHENER, ON N2M 4X7",7253-Gas fitters,1
,,Unique Touch Hardwood Flooring Inc.,"Mississauga, ON L4Y 2Z2",7271-Carpenters,1
,,Univeris Corporation Inc.,"TORONTO, ON M5A 2N4",2175-Web designers and developers,1
,,Universal Construction Inc.,"Woodbridge, ON L4H 1N6",7271-Carpenters,1
,,Universal Promotions and Publishers Inc.,"Brampton, ON L6T 4X3",5225-Audio and video recording technicians,1
,,University Health Network,"TORONTO, ON M5G 2N2",3111-Specialist physicians,3
,,University of Guelph,"GUELPH, ON N1G 2W1",3114-Veterinarians,1
,,,,4011-University professors and lecturers,6
