"Employers who were Issued a Positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and Business Location in 2020 (April-June)",,,,,
Province/Territory,Stream,Employer Name,Address,Occupation,Approved Positions
Quebec, Global Talent Stream,Animation Squeeze Studio inc.,"Québec, QC G1K 3J3",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1",2174-Computer programmers and interactive media developers,2
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1","5131-Producers, directors, choreographers and related occupations",1
Quebec, Global Talent Stream,Behaviour Interactive Inc.,"MONTRÉAL, QC H2S 3H1",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Behavox Software (Canada) Inc.,"Montreal, QC H3A 3G4",2173-Software engineers and designers,3
Quebec, Global Talent Stream,BNP Paribas Solutions TI Canada Inc.,"Montréal, QC H3A 2A6",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Boa-Franc s.e.n.c.,"Saint-Georges, QC G5Y 8J5",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Canadel inc.,"LOUISEVILLE, QC J5V 3A4",2175-Web designers and developers,1
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,CGI Information Systems & Management Consultants Inc.,"Montreal, QC H3G 1T4",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3",2173-Software engineers and designers,3
Quebec, Global Talent Stream,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3","5131-Producers, directors, choreographers and related occupations",1
Quebec, Global Talent Stream,Cinesite Inc.,"MONTRÉAL, QC H2Y 0A3",5241-Graphic designers and illustrators,5
Quebec, Global Talent Stream,CIUSSS de l'EST de l'île de Montréal,"MONTRÉAL, QC H1T 2M4",2173-Software engineers and designers,1
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",2171-Information systems analysts and consultants,2
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",2173-Software engineers and designers,1
Quebec, Global Talent Stream,COFOMO DÉVELOPPEMENT INC.,"Montréal, QC H3B 4W5",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Collective (i) Canada Inc,"Montrèal, QC H3B  0G",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,Compulsion Games Inc.,"Montreal, QC H4C 2Z6",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Compulsion Games Inc.,"Montreal, QC H4C 2Z6",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,CONSEIL ABBEAL INC.,"Montréal, QC H2Z 1S8",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montreal, QC H3G 1T4",0213-Computer and information systems managers,2
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montreal, QC H3G 1T4",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montreal, QC H3G 1T4",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Conseillers en gestion et informatique CGI Inc.,"Montreal, QC H3G 1T4",2175-Web designers and developers,1
Quebec, Global Talent Stream,Cooptalis Numérique Inc.,"Montréal, QC H2Y 1W8",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,Corporation Interactive Eidos,"Montréal, QC H3A 1L4",5241-Graphic designers and illustrators,2
Quebec, Global Talent Stream,Derichebourg Aéronautique Canada Inc.,"Montréal, QC H1J  1K",7232-Tool and die makers,1
Quebec, Global Talent Stream,Digital Domain Productions Québec Ltd.,"MONTRÉAL, QC H2T 1A8",5241-Graphic designers and illustrators,4
Quebec, Global Talent Stream,District M Inc,"Montréal, QC H2T  3B",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,EBC Inc.,"L'Ancienne-Lorette, QC G2E 4M7",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Edilex Inc,"Laval, QC H7T 0K2",2175-Web designers and developers,1
Quebec, Global Talent Stream,Effenti inc.,"Québec, QC G1W 2K7",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Enero Solutions Inc.,"MONTREAL, QC H3J 1S6",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,Entreprises Säätötuli Canada Inc.,"Saint-Hyacinthe, QC J2R  1E",0911-Manufacturing managers,1
Quebec, Global Talent Stream,Étendre l'Intelligence Artificielle inc.,"Neuville, QC G0A  2R",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Explorance inc.,"Montreal, QC H3A 1T1",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,Familiprix inc.,"québec, QC G2C 2C5",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,Foko Inc.,"GATINEAU, QC J8X 2K4",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,GDG Info Inc.,"QUÉBEC, QC G1K 9C5",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,Groupe Conseil Era Inc.,"VERDUN, QC H3E 1J4",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,GROUPE CYBERSWAT INC,"Québec, QC G1E 0A7",2171-Information systems analysts and consultants,2
Quebec, Global Talent Stream,Groupe In-RGY Consultation Inc,"Montréal, QC H2Y 1Y3",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,Groupe Technologies Desjardins inc.,"Montréal, QC H5B 1B2",2171-Information systems analysts and consultants,7
Quebec, Global Talent Stream,Groupe Technologies Desjardins inc.,"Montréal, QC H5B 1B2",2174-Computer programmers and interactive media developers,2
Quebec, Global Talent Stream,iBwave Solutions Inc,"Saint-Laurent, QC H4N 3L4",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Incloud Solutions D'affaires inc,"MONTREAL, QC H2Z 1S8",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,"Industrielle Alliance, assurances et services financiers  Inc","Québec, QC G1S 1C7",2171-Information systems analysts and consultants,2
Quebec, Global Talent Stream,Inossem Canada Inc.,"Montréal, QC H3A 2L1",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,Inossem Canada Inc.,"Montréal, QC H3A 2L1",2173-Software engineers and designers,1
Quebec, Global Talent Stream,INSUM SOLUTIONS INC.,"Montreal, QC H3L 3T1",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,KELIYAG CONSEILS INC,"Quebec, QC G1G 6L3",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,Les Pneus Moins Chers inc.,"Sherbrooke, QC J1G 5H3",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Les Productions Reflector Interactive Ltée,"MONTRÉAL, QC H3A 1R6",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Les Studios Moment Factory Inc.,"Montréal, QC H2V 4H8",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Levio Conseils Inc.,"QUÉBEC, QC G1W 0C4",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Ludia inc,"Montreal, QC H2Y 2P5",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,Malicis Informatique,"Montrèal, QC H3B  2E",0601-Corporate sales managers,1
Quebec, Global Talent Stream,Malicis Informatique,"Montrèal, QC H3B  2E",2171-Information systems analysts and consultants,2
Quebec, Global Talent Stream,Marche Goodfood Corp,"St-Laurent, QC H4T 1K2",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Mediagrif Interactive Technologies Inc.,"Longueuil, QC J4K 5G4","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Quebec, Global Talent Stream,MELS Studios et Postproduction s.e.n.c.,"Montréal, QC H2L 4P2",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Metra Aluminium Inc.,"Laval, QC H7S 1P3",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,Mingus Software Inc,"Montréal, QC H4C 2E1",2175-Web designers and developers,1
Quebec, Global Talent Stream,Nanomonx inc.,"Montréal, QC H2M  2E",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Northforge Innovations Inc.,"GATINEAU, QC J8X 3H3",2174-Computer programmers and interactive media developers,2
Quebec, Global Talent Stream,Omni-med.com Inc,"Cookshire-Eaton, QC J0B  1M",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,OnyxCorp Inc.,"Montréal, QC H3B  0G",2173-Software engineers and designers,1
Quebec, Global Talent Stream,OSI du Canada Inc.,"Montrèal, QC H3A 2Z6",2147-Computer engineers (except software engineers and designers),1
Quebec, Global Talent Stream,Pelicancorp (CA) Inc.,"QUÉBEC, QC G1V 4S1",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Planaxis Canada Inc,"Montréal, QC H3K  0A",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Promutuel Lanaudière,"Joliette, QC J6E 6X6","0121-Insurance, real estate and financial brokerage managers",1
Quebec, Global Talent Stream,Ready Education (Canada) Inc.,"Montreal, QC H2L  4C",2173-Software engineers and designers,2
Quebec, Global Talent Stream,Ressources Nippon Dragon Inc.,"Brossard, QC J4Z  1A",0811-Managers in natural resources production and fishing,1
Quebec, Global Talent Stream,Rodéo FX Inc.,"MONTRÉAL, QC H3C 2M7",5241-Graphic designers and illustrators,2
Quebec, Global Talent Stream,Samuelsohn LTD,"Montréal, QC H3N 1W9",0911-Manufacturing managers,1
Quebec, Global Talent Stream,Saputo Inc.,"Montréal, QC H1P  1X",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,Scanline VFX Montreal Inc.,"MONTRÉAL, QC H3B 2S2",5241-Graphic designers and illustrators,3
Quebec, Global Talent Stream,Service technologique de garants inc. (Guarantors Technology Service inc.),"Montréal, QC H3B 0G4",2173-Software engineers and designers,1
Quebec, Global Talent Stream,SG Montréal Centre de Solutions Inc.,"Montréal, QC H3A 3M8",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Sofdesk Inc.,"MONTRÉAL, QC H4C 3C5",2174-Computer programmers and interactive media developers,2
Quebec, Global Talent Stream,Solutions XPR inc.,"Québec, QC G1G 4X4",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,SpaceBridge Inc.,"Saint-Laurent, QC H4T 1E3",2147-Computer engineers (except software engineers and designers),2
Quebec, Global Talent Stream,Squarepoint Technologies Inc,"Montréal, QC H3B 0G7",2173-Software engineers and designers,1
Quebec, Global Talent Stream,"SSQ,Société d'assurance vie inc.","Québec, QC G1V 4H6",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,"SSQ,Société d'assurance vie inc.","Québec, QC G1V 4H6",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Stack8 Technologies Inc.,"Montreal, QC H3A 1X6",2175-Web designers and developers,1
Quebec, Global Talent Stream,STUDIOS 7 ACADÉMIE INC.,"Montrèal, QC H2T 2S6",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,STUDIOS BUDGE INC.,"Montréal, QC H2T 3B3",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,Studios Creatifs Reel FX Inc,"Montreal, QC H3K 1G6",5241-Graphic designers and illustrators,5
Quebec, Global Talent Stream,Studios Framestore Inc.,"Montréal, QC H2T 3B3",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Technologies Newtrax Inc.,"Montréal, QC H2Y  1P",0213-Computer and information systems managers,1
Quebec, Global Talent Stream,Technologies Newtrax Inc.,"Montréal, QC H2Y  1P",2173-Software engineers and designers,3
Quebec, Global Talent Stream,Tecnar Automation Ltee,"Saint-Bruno-de-Montarville, QC J3V 6B5",0601-Corporate sales managers,1
Quebec, Global Talent Stream,Tecnar Automation Ltee,"Saint-Bruno-de-Montarville, QC J3V 6B5",2115-Other professional occupations in physical sciences,1
Quebec, Global Talent Stream,Tempo Software Inc.,"Montreal, QC H3B 0G4",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Tribal Nova Inc.,"Montréal, QC H2W 2R2",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Tuque Games Inc.,"MONTRÉAL, QC H4C 2C7",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Turbulent Média inc.,"Montréal, QC H2W 1Y5",2175-Web designers and developers,1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6",2171-Information systems analysts and consultants,2
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6",2173-Software engineers and designers,1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6",2174-Computer programmers and interactive media developers,15
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6",2175-Web designers and developers,1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6",2281-Computer network technicians,2
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6","5131-Producers, directors, choreographers and related occupations",1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, QC H2T 1S6",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Unity Technologies Canada Company,"MONTREAL, QC H4Z 1E9",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Université du Québec à Chicoutimi,"Chicoutimi, QC G7H 2B1",4011-University professors and lecturers,1
Quebec, Global Talent Stream,Warranty Master inc.,"Montréal, QC H2J 1X6",2173-Software engineers and designers,1
Quebec, Global Talent Stream,WISSEN TECHNOLOGY INC.,"Montréal, QC H3B 4W5",2171-Information systems analysts and consultants,1
Ontario,    High Wage, 1932294 ONTARIO LTD.,"Ancaster, ON L9G 4V5",7611-Construction trades helpers and labourers,1
Ontario,    High Wage,10174351 Canada Inc,"London, ON N2M 5H3",7271-Carpenters,3
Ontario,    High Wage,10797537 Canada Corporation,"Toronto, ON M4W 3V7",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,11684175 Canada Inc.,"NORTH YORK, ON M2R 2S5","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,1496417 Ontario Ltd.,"Toronto, ON M9W 4V8",7511-Transport truck drivers,2
Ontario,    High Wage,1514342 ONTARIO LTD.,"Mississauga, ON L4W 1A1",0731-Managers in transportation,1
Ontario,    High Wage,1514342 ONTARIO LTD.,"Mississauga, ON L4W 1A1",1221-Administrative officers,1
Ontario,    High Wage,1514342 ONTARIO LTD.,"Mississauga, ON L4W 1A1",7511-Transport truck drivers,5
Ontario,    High Wage,1519950 Ontario Inc,"Brampton, ON L6W 1X4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,1541335 ONTARIO INC.,"MISSISSAUGA, ON L4W 1J2",7511-Transport truck drivers,5
Ontario,    High Wage,1557650 Ontario Inc,"ETOBICOKE, ON M9W 6P6",7511-Transport truck drivers,4
Ontario,    High Wage,1562219 Ontario Inc,"Toronto, ON M6N 3C9",7272-Cabinetmakers,2
Ontario,    High Wage,1564915 Ontario Inc.,"TORONTO, ON M6B 1V9",2234-Construction estimators,1
Ontario,    High Wage,1628939 ONTARIO LTD.,"MISSISSAUGA, ON L4Y 4B8",7511-Transport truck drivers,10
Ontario,    High Wage,1715008 Ontario Ltd.,"Toronto, ON M9L 1R3",7271-Carpenters,1
Ontario,    High Wage,1784755 Ontario Inc.,"Puslinch, ON N0B 2J0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,1785634 Ontario Inc.,"Markham, ON L3R 1H5",7511-Transport truck drivers,4
Ontario,    High Wage,1866009 ONTARIO LTD.,"Mississauga, ON L5A 4B2",1221-Administrative officers,1
Ontario,    High Wage,1936072 Ontario Limited,"Kitchener, ON N2G 1B1",6321-Chefs,1
Ontario,    High Wage,1984080 Ontario Inc,"Hamilton, ON L8R 1G1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,2028488 ONTARIO LIMITED,"ETOBICOKE, ON M9V 5E2",1221-Administrative officers,1
Ontario,    High Wage,2038680 ONTARIO INC.,"TORONTO, ON M6E 2J5",6311-Food service supervisors,1
Ontario,    High Wage,2085919 ONT INC,"MISSISSAUGA, ON L5R 3N4",7511-Transport truck drivers,6
Ontario,    High Wage,2098557 Ontario Inc.,"Toronto, ON M3C 0G4",6211-Retail sales supervisors,1
Ontario,    High Wage,2107622 Ontario Inc.,"Mississauga, ON L4V 1S6",7511-Transport truck drivers,10
Ontario,    High Wage,2110120 ONTARIO INC.,"Brampton, ON L6T 4Z5",1221-Administrative officers,1
Ontario,    High Wage,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",2
Ontario,    High Wage,2168587 ontario ltd,"NORTH YORK, ON M3J 2N7",7231-Machinists and machining and tooling inspectors,1
Ontario,    High Wage,2202660 Ontario Ltd.,"Thornhill, ON L3T 1N7",1241-Administrative assistants,1
Ontario,    High Wage,221 Brant Ave Cost Sharing Association,"Brantford, ON N3T 3J2",3112-General practitioners and family physicians,1
Ontario,    High Wage,2216429 ONTARIO INC.,"Petawawa, ON K8H 2E2",6321-Chefs,1
Ontario,    High Wage,2225722 Ontario Inc.,"Brampton, ON L6T 4Z9",7231-Machinists and machining and tooling inspectors,1
Ontario,    High Wage,2251723 Ontario Inc,"Concord, ON L4K 3C2",2171-Information systems analysts and consultants,1
Ontario,    High Wage,2283516 ONTARIO INC,"MISSISSAUGA, ON L4T 3X2","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,2292696 Ontario INC.,"Concord, ON L4K 3T3","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
Ontario,    High Wage,2307403 ONTARIO INC,"CAMBRIDGE, ON N1T 2H8",7511-Transport truck drivers,3
Ontario,    High Wage,2314160 ONTARIO INC.,"Mississauga, ON L4W 1R8",0714-Facility operation and maintenance managers,1
Ontario,    High Wage,2320959 Ontario Inc.,"Etobicoke, ON M8Z 2L7",7511-Transport truck drivers,5
Ontario,    High Wage,2324302 Ontario Inc.,"ETOBICOKE, ON M9W 6N5","1212-Supervisors, finance and insurance office workers",1
Ontario,    High Wage,2324472 Ontario Inc.,"Brampton, ON L7A 1R4",1221-Administrative officers,1
Ontario,    High Wage,2324472 Ontario Inc.,"Brampton, ON L7A 1R4",2281-Computer network technicians,1
Ontario,    High Wage,2327088 Ontario Limited,"Etobicoke, ON M9P 2M4","6331-Butchers, meat cutters and fishmongers - retail and wholesale",2
Ontario,    High Wage,2373359 ONTARIO INC,"BRAMPTON, ON L6T 2J6",7511-Transport truck drivers,10
Ontario,    High Wage,24 HRS  SSR AUTO TOWING INC,"TORONTO, ON M1R 2Z9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,2437863 ONTARIO INC.,"Brampton, ON L6W 3J7",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,2447986 Ontario Inc.,"Vaughan, ON L4K 2V1",1221-Administrative officers,1
Ontario,    High Wage,2447986 Ontario Inc.,"Vaughan, ON L4K 2V1",2171-Information systems analysts and consultants,1
