"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Snaidero Kitchen & Design Inc.,"Vancouver, BC V6E 0C3",7271-Carpenters,1
,,Sonray Sales Ltd.,"North Vancouver, BC V7P 1A4",0714-Facility operation and maintenance managers,1
,,Spice Hut Canada Franchise Ltd.,"Campbell River, BC V9W 3A6",6322-Cooks,5
,,SPIRE SYSTEMS INC.,"Surrey, BC V4N 5S5",2282-User support technicians,1
,,Sprinkl-Tech Installations Inc.,"Vancouver, BC V6K 0E9","7252-Steamfitters, pipefitters and sprinkler system installers",2
,,Squamish Montessori Society,"Squamish, BC V8B 0H3",4032-Elementary school and kindergarten teachers,1
,,SR Fabrication & Welding Ltd,"Surrey, BC V3W 3A6",7237-Welders and related machine operators,1
,,SRT Diesel Truck & Trailer Repair Ltd,"Abbotsford, BC V2S 7P2",7237-Welders and related machine operators,1
,,SSB Trucking Ltd.,"Surrey, BC V3W 3A5",7511-Transport truck drivers,6
,,Starfield Enterprises Inc.,"Burnaby, BC V5H 4B2",0621-Retail and wholesale trade managers,1
,,Starline Installations Ltd.,"Surrey, BC V3Z 0P6",7292-Glaziers,4
,,Stitches Creation Inc.,"Burnaby, BC V5J 5K4",0621-Retail and wholesale trade managers,1
,,StructureCraft Builders Inc.,"Abbotsford, BC V2T 6B1",0711-Construction managers,1
,,Summerland Estate Ltd.,"West Vancouver, BC V7V 3Z9",0911-Manufacturing managers,1
,,Sun Star Plumbing & Heating Ltd.,"Surrey, BC V3W 4T6",7251-Plumbers,2
,,Sushi Everyday Enterprises Ltd,"Whistler, BC V0N 1B4",6322-Cooks,1
,,Syber Concrete Forming Ltd,"Surrey, BC V4N 3R1",7271-Carpenters,1
,,Tajveer Transport Ltd.,"Surrey, BC V3R 9K2","7305-Supervisors, motor transport and other ground transit operators",1
,,TCS Forensics Limited,"Richmond, BC V6V 2R4",2172-Database analysts and data administrators,1
,,Team Wood Kitchen Cabinets (2009) Ltd,"Surrey, BC V3W 4Y8",7272-Cabinetmakers,2
,,Technicolor Canada Inc et ses divisions,"Vancouver, BC V6B 2S2","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
,,Texo Forming Inc.,"Surrey, BC V4N 5V4",7271-Carpenters,3
,,The Cankut Enterprises Ltd,"Vancouver, BC V6E 1C6","1123-Professional occupations in advertising, marketing and public relations",1
,,The Taiga Works Wilderness Equipment Ltd.,"Vancouver, BC V5K 1B6",1221-Administrative officers,1
,,Toetosoul Enterprises Ltd.,"Vancouver, BC V5Z 1G1",3236-Massage therapists,2
,,Trafa Pharmaceutical Supplies Inc,"Richmond, BC V6V 2Z4",0601-Corporate sales managers,1
,,Tramtec Holdings Ltd,"Langley, BC V3A 1N2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Trident Immigration Services,"Surrey, BC V3W 3A8",0125-Other business services managers,1
,,Trident Roadlines Inc.,"Surrey, BC V3W 3A8",7511-Transport truck drivers,5
,,TRK Engineering Ltd.,"Langley, BC V2Y 2N3",2253-Drafting technologists and technicians,1
,,TRUWOOD CUSTOM WOODWORKS LTD. ·,"Kelowna, BC V1V 2M2",7272-Cabinetmakers,1
,,Uptown Bakery Ltd.,"Harrison Mills, BC V0M 1A1",0621-Retail and wholesale trade managers,1
,,Vancouver Korean Press Ltd,"Burnaby, BC V3N 4R7",5122-Editors,1
,,Vancouver Shotcrete & Shoring Inc,"Langley, BC V1M 3W9",7312-Heavy-duty equipment mechanics,1
,,Vanglo Sustainable Construction Group LTD,"Vancouver, BC V5T 2X2",0711-Construction managers,2
,,VersaCold Logistics Services,"RIchmond, BC V6V 1P6",0213-Computer and information systems managers,1
,,Vidao Messenger Inc.,"Vancouver, BC V6E 3L2",2174-Computer programmers and interactive media developers,2
,,Waltons Woodworking Ltd.,"Langley, BC V4W 0A2",7272-Cabinetmakers,1
,,West Coast Cutting & Coring Group Ltd.,"New Westminster, BC V3L 5H2","7372-Drillers and blasters - surface mining, quarrying and construction",1
,,West Coast Sightseeing Ltd,"Burnaby, BC V5A 4T9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,West East International Trading Company Ltd.,"Vancouver, BC V6P 6G5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Westeel Fabrication Ltd.,"Surrey, BC V3S 3C4",7237-Welders and related machine operators,2
,,Withus Immigration Consulting Inc.,"Coquitlam, BC V3E 0J2",1241-Administrative assistants,1
,,Yaas Grillhouse Corp,"Vancouver, BC V7M 2J5",0631-Restaurant and food service managers,1
,,Yaletown L'Antipasto Inc.,"Vancouver, BC V6B 5P2",6321-Chefs,2
,,Yapi Aim Group Inc,"Surrey, BC V3W 5A3",7235-Structural metal and platework fabricators and fitters,5
,,York Aluminum Corp.,"Richmond, BC V6X 2B8",7235-Structural metal and platework fabricators and fitters,1
,   Low Wage,0761025 BC Ltd.,"Surrey, BC V3W 0X9",6211-Retail sales supervisors,1
,,0782980 BC Ltd.,"Cumberland, BC V0R 1S0",6211-Retail sales supervisors,1
,,0790680 BC Ltd,"Fort St. John, BC V1J 5P5",6211-Retail sales supervisors,1
,,0805462 BC Ltd. dba Hamilton Janitorial,"Fort St. John, BC V1J 2A5",6315-Cleaning supervisors,1
,,0922046 BC Ltd,"Quesnel, BC V2J 2L3",6525-Hotel front desk clerks,1
,,0943104 B.C. Ltd.,"Coldstream, BC V1B 1L7",6211-Retail sales supervisors,1
,,0955821 BC Ltd.,"Burnaby, BC V5A 1T4",7514-Delivery and courier service drivers,1
,,0978189 BC Ltd.,"Coquitlam, BC V3E 1K9",6322-Cooks,3
,,0999333 B.C. Ltd,"Victoria, BC V8V 1T1",6322-Cooks,2
,,1000673 BC Ltd.,"New Westminster, BC V3L 2B8",4214-Early childhood educators and assistants,1
,,1019353 B.C. LTD.,"Victoria, BC V8R 6T3",0631-Restaurant and food service managers,1
,,1024917 B.C. Ltd,"Victoria, BC V9A 7N6",6322-Cooks,1
,,1043127 BC Ltd.,"Courtenay, BC V9N 2K6",6322-Cooks,1
,,1043759 BC Ltd.,"Richmond, BC V7A 3B4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,1043909 BC Ltd,"Burnaby, BC V5J 0A6",6311-Food service supervisors,1
,,1058096 BC Ltd,"Williams Lake, BC V2G 0A6",6322-Cooks,1
,,1068769 BC Ltd.,"Nanaimo, BC V9R 6L1",6322-Cooks,1
,,1073905 B.C. Ltd.,"Ladysmith, BC V9G 1T9",6322-Cooks,1
,,1074876 BC Ltd.,"Burnaby, BC V3N 4R7",0631-Restaurant and food service managers,1
,,1075950 B.C. Ltd.,"Surrey, BC V3W 5V6",6321-Chefs,1
,,,,6322-Cooks,1
,,1081006 B.C. Ltd,"Vancouver, BC V6H 3S2","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,1082414 B.C. Ltd.,"New Westminster, BC V3M 0C5",0821-Managers in agriculture,1
,,1963589 Alberta Ltd.,"Oliver, BC V0H 1T0",6312-Executive housekeepers,1
,,280784 B.C.LTD (DBA) Travelodge Golden,"Golden, BC V0A 1H0","6313-Accommodation, travel, tourism and related services supervisors",1
,,626447 B.C. Inc.,"Victoria, BC V8S 2H8",6322-Cooks,1
,,640675 BC Ltd,"Vancouver, BC V6Z 1X9",6311-Food service supervisors,1
,,888 Fast Food Enterprises Ltd,"Maple Ridge, BC V2X 6B4",6311-Food service supervisors,1
,,898 Investments Incorporated,"Surrey, BC V3W 7S2",1525-Dispatchers,1
,,A-1 Doors & Mouldings Ltd,"Surrey, BC V3W 3A6",7452-Material handlers,1
,,Agra Sweets & Restaurant Ltd,"Burnaby, BC V3N 3M4",6322-Cooks,1
,,Aim Drywall Ltd,"Delta, BC V4C 1L6","7284-Plasterers, drywall installers and finishers and lathers",1
,,Akasaka Japanese Restaurant Ltd.,"Surrey, BC V3R 7V4",6322-Cooks,1
,,All Care Home Services,"Coquitlam, BC V3E 2Z8",7294-Painters and decorators (except interior decorators),1
,,Azumae Korean Japanese Restaurant,"Langley, BC V3A 4C4",6322-Cooks,1
,,Bai Bua Thai Cuisine Corp.,"Vancouver, BC V5K 1Y8",6322-Cooks,1
,,Ban Chok Dee Thai Cuisine Corporation,"Maple Ridge, BC V2X 2P9",6322-Cooks,1
,,Beautiful U Boutique Ltd.,"Mission, BC V2V 1A7","6562-Estheticians, electrologists and related occupations",4
,,Beruschi Enterprises Ltd,"Revelstoke, BC V0E 2S0",6322-Cooks,1
,,BESC Early Education Ltd.,"Langley, BC V3A 6K8",4214-Early childhood educators and assistants,1
,,Bibo Pizzeria con Cucina,"Vancouver, BC V6J 1M4",6322-Cooks,1
,,Bibo Pizzeria Ltd.,"Vancouver, BC V6J 1M4",6322-Cooks,1
,,Bloor St Warehouse Restaurant Ltd.,"Vancouver, BC V6J 1R2",6321-Chefs,1
,,Broadbandtv Corp.,"Vancouver, BC V6E 0A6",2282-User support technicians,1
,,Budget Furniture Land Ltd,"Surrey, BC V3W 6Y2",1241-Administrative assistants,1
,,,,6421-Retail salespersons,1
,,Byron's Food Market,"Ladysmith, BC V9G 2A4",6322-Cooks,1
,,C.D.S. Sanitation Ltd.,"North Vancouver, BC V7H 1B5","6733-Janitors, caretakers and building superintendents",1
,,Cache Ventures Inc.,"Surrey, BC V3S 8C3",6311-Food service supervisors,1
,,Canadian Co Co Tours Inc,"Vancouver, BC V6E 1B5",6531-Tour and travel guides,1
,,Canterbury Coffee Corporation,"Burnaby, BC V5J 0E6",7332-Appliance servicers and repairers,1
,,CB & MH Enterprise Ltd.,"Vancouver, BC V6E 1N2",6322-Cooks,1
,,Cedar Restaurant of BC ULC o/a Wendy's,"Chilliwack, BC V2R 4E8",6311-Food service supervisors,1
,,Chen Restaurant Ltd,"Salmon Arm, BC V1E 2K9",6322-Cooks,1
,,Cioffi's Meat Market & Deli Ltd.,"Burnaby, BC V5C 2J4",6321-Chefs,1
,,Clever Quarters Inc.,"Port Coquitlam, BC V3C 6M2",7295-Floor covering installers,1
,,CNL Enterprise Ltd,"Golden, BC V0A 1H0",6322-Cooks,1
,,Columbus Meat Market Ltd.,"Vancouver, BC V5L 4T6","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Creixams Food Enterprises Ltd,"Vancouver, BC V6Z 1L4",6322-Cooks,2
,,Critter Care Wildlife Society,"Langley, BC V2Z 1R6",6563-Pet groomers and animal care workers,2
,,Crocus Landscaping Ltd.,"Richmond, BC V7E 4N4","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,D & A Apparel Inc.,"Nanaimo, BC V9T 2L8","6342-Tailors, dressmakers, furriers and milliners",2
,,Dae-Ji Food Group Inc.,"Burnaby, BC V5H 4T6",6322-Cooks,1
,,Delta Pallet Inc.,"Delta, BC V4G 1C5",9533-Other wood products assemblers and inspectors,1
,,Dewan E Khass Restaurant Inc.,"Vancouver, BC V5W 2Z5",6311-Food service supervisors,1
,,Digitech Printing Inc.,"Vancouver, BC V6B 1W7",7381-Printing press operators,1
,,Dunbar Painting Inc.,"Vancouver, BC V6S 2E1",7294-Painters and decorators (except interior decorators),1
,,Earl's Cafe Fish dba Earl's Restaurants,"Vancouver, BC V6J 1W9",6322-Cooks,1
,,Earth Child Montessori School Ltd.,"Richmond, BC V6X 2A3",4214-Early childhood educators and assistants,1
,,Eco-Packaging Inc.,"Burnaby, BC V3N 5G2",1524-Purchasing and inventory control workers,1
,,Energy Wellness Spa Inc.,"Vancouver, BC V6R 2G5","6742-Other service support occupations, n.e.c.",1
,,England Holdings Ltd.,"Revelstoke, BC V0E 2S0",6525-Hotel front desk clerks,2
,,Eye Star Optical Ltd.,"Vancouver, BC V5Z 2M9",3414-Other assisting occupations in support of health services,1
,,Feelgood Cook Shop Ltd.,"Burnaby, BC V5J 2A0",0631-Restaurant and food service managers,1
,,Fort St. Sandwiches Ltd,"Victoria, BC V8N 2C1",6311-Food service supervisors,1
,,G.H.D. Enterprise Ltd,"Vancouver, BC V5X 4N6",7294-Painters and decorators (except interior decorators),1
,,Garaventa (Canada) Ltd.,"Surrey, BC V3W 7B3","1123-Professional occupations in advertising, marketing and public relations",1
,,Gertzen Ventures Ltd.,"Williams Lake, BC V2G 1A2",6322-Cooks,3
,,GINKGO 3 Chinese Restaurant Co. Ltd.,"Chilliwack, BC V2R 3N4",6322-Cooks,1
,,Good Rich Labour Supplies Ltd,"Surrey, BC V3W 1R1",6332-Bakers,2
,,Green Leaf Acupuncture and Herb Clinic,"Vancouver, BC V5Z 3A7",3232-Practitioners of natural healing,1
,,Gyu Enterprises Inc.,"Vancouver, BC V6B 2B7",6322-Cooks,1
,,H. A. L. T. Holdings,"Sidney, BC V8L 1K1",6211-Retail sales supervisors,2
,,H.P.B. Enterprises Ltd.,"Lake Errock, BC V0M 1N0",6211-Retail sales supervisors,1
,,Hanwoori Korean Restaurant Ltd.,"Burnaby, BC V5H 3R5",6322-Cooks,1
,,Hastings Hotel and Restaurant Corp.,"Delta, BC V3M 6H4",6321-Chefs,1
,,Hayer Sidings & Sundecks Ltd.,"Surrey, BC V3W 0T3",7611-Construction trades helpers and labourers,2
,,Hewer Hardware Inc.,"Vancouver, BC V6R 2H8",6211-Retail sales supervisors,1
,,Hi - Fi Construction Ltd,"Surrey, BC V3V 2R2",7611-Construction trades helpers and labourers,1
,,Hi-Design Custom Cabinetry Ltd,"Delta, BC V4K 5B8",1221-Administrative officers,1
,,HK Holdings Ltd,"Terrace, BC V8G 1P9",6322-Cooks,2
,,HP Westspa Ltd.,"Vancouver, BC V6J 1N3","6562-Estheticians, electrologists and related occupations",1
,,Hungry Guys Kitchen Ltd.,"Vancouver, BC V6Z 1L2",6322-Cooks,1
,,Il Uk Jo Restaurant Ltd.,"Surrey, BC V3R 3P1",6322-Cooks,1
,,Imperial Ceramica Ltd.,"Delta, BC V4C 3L4",7611-Construction trades helpers and labourers,1
,,Indian Essence Ltd.,"Prince George, BC V2M 1J8",6322-Cooks,2
,,Iron Age Manufacturing Ltd.,"Vancouver, BC V5M 3Z8",7294-Painters and decorators (except interior decorators),1
,,J & J Total Cleaning Services,"Schelt, BC V0N 3A0",6731-Light duty cleaners,1
,,J A C TRAVEL CANADA INC,"Vancouver, BC V6J 1Y6",6531-Tour and travel guides,1
,,JB Global Enterprises Inc,"Langley, BC V3A 3N4",5244-Artisans and craftspersons,1
,,Jendar Enterprises LTD,"Abbotsford, BC V2T 1V5",6311-Food service supervisors,1
,,Jimoco Cafe,"Coquitlam, BC V3K 3P3",6322-Cooks,1
,,Jinsoo Foods Ltd,"Victoria, BC V8V 2G6",6322-Cooks,1
,,Jolly Giant Childcare Ltd.,"Nanoose, BC V9P 9B2",4214-Early childhood educators and assistants,1
,,K Jun Canada Consulting Inc.,"Coquitlam, BC V3K 3V8",1241-Administrative assistants,1
,,K&W Enterprises Ltd,"Hope, BC V0X 1L4",6322-Cooks,1
,,Kang & Choi Enterprise Ltd.,"Richmond, BC V7A 1W6",6311-Food service supervisors,1
,,Khan Investments Group Ltd,"Vancouver, BC V5W 2Z6",6322-Cooks,1
,,Kim & Kwak Co. Enterprises Ltd.,"Chilliwack, BC V2R 3C7",6322-Cooks,1
,,Kitimat Subs Ltd.,"Vancouver, BC V5S 4Y1",6311-Food service supervisors,1
,,Koto Holdings Ltd dba Koto Restaurant,"Campbell River, BC V9W 4E3",6322-Cooks,1
,,Kul Cleaning,"North Vancouver, BC V7K 2G5",6315-Cleaning supervisors,1
,,Kuma Restaurant Group Inc.,"Vancouver, BC V5Y 0C2",0631-Restaurant and food service managers,1
,,Kumare Kafe and Bakery Inc.,"Richmond, BC V6Y 1T1",6322-Cooks,1
,,Kwantlen Public Interest Research Group Society,"Surrey, BC V3W 2M8",4212-Social and community service workers,1
,,La Catrina Taqueria Inc.,"Vancouver, BC V6G 2N1","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Langley Freight Lines (90) Ltd,"Vernon, BC V1T 8T6",7511-Transport truck drivers,1
,,Laser Cutter Cafe Incorporated,"Vancouver, BC V6A 1M3",5244-Artisans and craftspersons,1
,,Lazzez's Grill Ltd,"Coquitlam, BC V3B 1B9",6322-Cooks,1
,,Lee's Noodle House Ltd.,"Victoria, BC V8N 3E2",6322-Cooks,1
,,Little Cedar Montessori Preschool Ltd. dba Little Cedar,"Vancouver, BC V5N 2P1",4214-Early childhood educators and assistants,1
,,Little Footprints Daycare Inc.,"Surrey, BC V3W 5J2",4214-Early childhood educators and assistants,1
,,Loewen Resort Management Ltd.,"Fort Nelson, BC V0C 1R0",0111-Financial managers,1
,,Maple Fun Tours Ltd,"Vancouver, BC V6B 3M1",6531-Tour and travel guides,1
,,Maple Glass Holdings Ltd,"Victoria, BC V9B 0A5",9532-Furniture and fixture assemblers and inspectors,1
,,Medd Enterprises Limited,"Port Moody, BC V3H 1L3",7271-Carpenters,1
,,Money's Beauty Hair Salon Ltd.,"Burnaby, BC V3N 3M4",6341-Hairstylists and barbers,1
,,N & N Hair Salon,"Langley, BC V3A 3Y9",6341-Hairstylists and barbers,1
,,Navraj Sweets & Restaurant Ltd.,"Surrey, BC V3W 1R1",6322-Cooks,1
,,New Millenium Tire Centre Ltd.,"Surrey, BC V3V 3G7",1411-General office support workers,1
,,New One Enterprise Ltd.,"Burnaby, BC V5H 4N2",6341-Hairstylists and barbers,1
,,Nina Bakery Ltd.,"Coquitlam, BC V3B 2P5",6332-Bakers,1
,,Oakroom Grill & Food Ltd.,"Prince George, BC V2N 3C9",6322-Cooks,1
,,Ocean & Chief Investments Ltd,"Squamish, BC V8B 0G8",6311-Food service supervisors,1
,,Olympia Express Pizza Ltd.,"Vancouver, BC V6L 2E5",6322-Cooks,1
,,Operating as multiple businesses,"Burns Lake, BC V0J 1E0",4214-Early childhood educators and assistants,1
,,Oz Chicken Ltd.,"Coquitlam, BC V3B 0J5",6311-Food service supervisors,1
,,P. Narman & Co. Inc,"Surrey, BC V4N 1B2",1311-Accounting technicians and bookkeepers,2
,,Panjwar Enterprises Inc.,"Maple Ridge, BC V2X 3K1",3213-Animal health technologists and veterinary technicians,1
,,Parni Enterprises Ltd.,"Chilliwack, BC V2R 3N2",6322-Cooks,2
,,Perfect 2 for 1 Pizza Inc.,"Delta, BC V4C 6R2",6322-Cooks,1
,,Players Place For Sports Ltd,"Nanaimo, BC V9R 6S9",1311-Accounting technicians and bookkeepers,1
,,PNC Garnet Foods International Inc.,"Vancouver, BC V5R 5L7",0631-Restaurant and food service managers,1
,,,,6322-Cooks,2
,,PR Home Care Services Ltd,"Powell River, BC V8A 2L4","3413-Nurse aides, orderlies and patient service associates",1
,,Prabu Foods Inc.,"Surrey, BC V3H 4E1",6332-Bakers,3
,,Prado Cafe Ltd.,"Vancouver, BC V5N 4A8",6311-Food service supervisors,1
,,Prospero International Realty Inc.,"Vancouver, BC V6E 2K3",6315-Cleaning supervisors,1
,,Pure Granite Rocks Ltd,"Vernon, BC V1T 4K7","9414-Concrete, clay and stone forming operators",1
,,Q's Restaurant Ltd.,"Golden, BC V0A 1H1",6322-Cooks,1
,,Queen India Restaurant Ltd,"Langley, BC V4W 3Z3","6711-Food counter attendants, kitchen helpers and related support occupations",1
,,Radiant Hair & Nail Salon Inc.,"Vancouver, BC V6J 3Y4",6341-Hairstylists and barbers,2
,,RDK Home Design Ltd,"Surrey, BC V3W 3A6",5241-Graphic designers and illustrators,1
,,Red's Woodwork & Janitorial Service,"Fort Nelson, BC V0C 1R0",6731-Light duty cleaners,1
,,Rising Star Learning (Cambie) Ltd,"Vancouver, BC V5X 4V1",4214-Early childhood educators and assistants,1
,,Rising Star Learning Ltd.,"Burnaby, BC V5H 1Y9",4214-Early childhood educators and assistants,1
,,Rose Nails and Spa Inc.,"Vancouver, BC V6S 2B9","6562-Estheticians, electrologists and related occupations",1
,,Roy & Jeremy Holdings Ltd,"Nanaimo, BC V9R 5B8",6322-Cooks,1
,,Royal Pacific Millworks Ltd.,"Sidney, BC V8L 5X6",5242-Interior designers and interior decorators,1
,,Rozzini's Restaurant Ltd,"New Westminster, BC V3M 5B3",6322-Cooks,2
,,S&K NG Enterprises Ltd.,"Vancouver, BC V6A 1T3",6322-Cooks,3
,,Saddher's Hair & Beauty Salon Ltd,"Abbotsford, BC V2T 5E8",6341-Hairstylists and barbers,2
,,Sage Hills Estate Vineyard and Winery Inc.,"Summerland, BC V0H 1Z6",0621-Retail and wholesale trade managers,1
,,Saloniki Mediterranean Grill Inc.,"Vancouver, BC V5N 4A6",6322-Cooks,2
,,SEM Resort Limited Partnership,"Cranbrook, BC V1C 7E5",6322-Cooks,1
,,S-Frame Software Inc,"Richmond, BC V6V 2X7",6221-Technical sales specialists - wholesale trade,1
,,Sharp-Rite Tooling & Mfg Inc,"Port Coquitlam, BC V3C 6L4","9619-Other labourers in processing, manufacturing and utilities",1
,,Shin Pangaea Enterprises Inc,"Vernon, BC V1T 2C9",6322-Cooks,3
,,Sidhu Brothers Holding Ltd.,"Abbotsford, BC V2S 2B3",6552-Other customer and information services representatives,1
,,,,7535-Other automotive mechanical installers and servicers,3
,,Sohanpaul & Associates Tax Corp.,"Surrey, BC V3W 1R1",1311-Accounting technicians and bookkeepers,2
,,Stitches Creation Inc.,"Burnaby, BC V5J 5K4","9441-Textile fibre and yarn, hide and pelt processing machine operators and workers",1
,,Suihou Canada Enterprise Ltd.,"Vancouver, BC V6E 2B1",6322-Cooks,1
,,Sunshine Hills Foursquare Church,"Delta, BC V4E 2A7",4214-Early childhood educators and assistants,1
,,Sushi Coen,"Vancouver, BC V6Z 2B7",6322-Cooks,1
,,Sushi Mura Entertainment Ltd,"Vancouver, BC V6M 2W7",6322-Cooks,1
,,Sushi Te Japanese Restaurant Ltd,"Mission, BC V2V 7B8",6322-Cooks,1
,,Sushi Village,"Port Coquitlam, BC V3B 3N6",6322-Cooks,1
,,Taishoken Ramen Canada Ltd.,"Vancouver, BC V6B 0J9",6322-Cooks,1
,,Taman Sari Royal Heritage Canada Inc.,"Whistler, BC V0N 1B4",6564-Other personal service occupations,3
,,Taste Changan Food Ltd.,"Vancouver, BC V6Z 1N3",6322-Cooks,2
,,Technicolor Canada Inc et ses divisions,"Vancouver, BC V6B 2S2","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
,,Tekatch Holdings,"Galiano Island, BC V0N 1P0",0631-Restaurant and food service managers,1
,,Tenen Gourmet Solutions Ltd.,"Burnaby, BC V5J 4J8",6322-Cooks,1
,,The Quality Sofamakers (2010) Ltd.,"Vancouver, BC V5X 3Y3",6345-Upholsterers,1
,,The Sweet Greek Cafe Corp.,"Vancouver, BC V5R 3G4",6321-Chefs,1
,,The Union Club of British Columbia,"Victoria, BC V8W 1Z6",0631-Restaurant and food service managers,1
,,Tourland Travel Ltd.,"Richmond, BC V6X 2Z7",6531-Tour and travel guides,1
,,Trident Immigration Services,"Surrey, BC V3W 3A8",1311-Accounting technicians and bookkeepers,1
,,United One Holdings Inc.,"Abbotsford, BC V2T 0E2",6311-Food service supervisors,2
,,Urban Deli Inc.,"Burnaby, BC V3N 1B3",6332-Bakers,1
,,V.I.P Nails,"Surrey, BC V3W 7S2","6562-Estheticians, electrologists and related occupations",1
,,Veneto 656 United Enterprises Ltd.,"Vancouver, BC V5Z 1G1",6321-Chefs,1
,,Viaggio Hotel & Restaurants Corp.,"Delta, BC V3M 6H4",0631-Restaurant and food service managers,1
,,Watertight Boatworks Inc,"North Vancouver, BC V7P 3H9","7384-Other trades and related occupations, n.e.c.",1
,,Western Glass Inc,"Coquitlam, BC V3K 5Z6",9413-Glass forming and finishing machine operators and glass cutters,1
,,Westin Pharmacy and Medical Supplies Ltd.,"Vancouver, BC V5V 1P1",6211-Retail sales supervisors,1
,,White Heather Tea Room (2016) Ltd.,"Victoria, BC V8S 4E3",6332-Bakers,1
,,Wilson M. Beck Insurance Services Inc.,"Burnaby, BC V5J 3M6",1414-Receptionists,1
,,Wonho Hair Salon Corp.,"Coquitlam, BC V3K 3V8",6341-Hairstylists and barbers,1
,,Woo Barbecue House Inc,"Coquitlam, BC V3B 6B4",6322-Cooks,2
,,Woodtone Specialities Inc,"Armstrong, BC V0E 1B6","9614-Labourers in wood, pulp and paper processing",1
,  Primary Agriculture,0733885 BC Ltd,"Chilliwack, BC V2P 7N1",8431-General farm workers,12
,,0980881 BC Ltd,"Vancouver, BC V6B 3H7",8431-General farm workers,3
,,50th Parallel Estate Limited Partnership,"Lake Country, BC V4V 1B7",8431-General farm workers,4
,,A & M Orchards Ltd,"Keremeos, BC V0X 1N0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",2
,,A & M Toor Farms Ltd,"Abbotsford, BC V2T 5X7",8431-General farm workers,1
,,A & P Fruit Growers Ltd,"Abbotsford, BC V2T 0C4",8431-General farm workers,20
,,Adega on 45th Estate Winery Ltd,"Osoyoos, BC V0H 1V6",8431-General farm workers,1
,,Arjuna Berry Farms Ltd.,"Abbotsford, BC V2T 5Y7",8431-General farm workers,9
,,Athena Farm Holdings Ltd,"Cawston, BC V0X 1C3",8431-General farm workers,10
,,Badyal Farms Ltd,"Abbotsford, BC V3G 2P5",8431-General farm workers,13
,,Berry Haven Farm Ltd,"Abbotsford, BC V4X 2L4",8431-General farm workers,12
,,Best B Holdings Ltd,"Abbotsford, BC V3G 1Y9",8431-General farm workers,1
,,BK Orchards Ltd,"Peachland, BC V0H 1X0",8431-General farm workers,46
,,Brent Kelly Farms Inc,"Delta, BC V4K 3N3",0821-Managers in agriculture,1
,,Brymar Farms Ltd,"Rosedale, BC V0X 1X2",8431-General farm workers,4
,,Bylands Nurseries Ltd,"West Kelowna, BC V1Z 1H6","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1
,,Cedar Rim Nursery Ltd,"Milner, BC V0X 1T0",8432-Nursery and greenhouse workers,1
,,Cloudburst Cranberry Farm Ltd,"Pitt Meadows, BC V3Y 0A7",8431-General farm workers,3
,,Darvonda Nurseries Ltd,"Langley, BC V2Y 0W9",8432-Nursery and greenhouse workers,12
,,Dhaliwal Farms,"Oliver, BC V0H 1T5",8431-General farm workers,1
,,Douglas Lake Cattle Company,"Douglas Lake, BC V0E 1S0",8431-General farm workers,4
,,Duarte Orchards Ltd.,"Oliver, BC V0H 1T1",8431-General farm workers,2
,,Dynamic Work Force Ltd,"Abbotsford, BC V2T 5Y1","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",16
,,,,8431-General farm workers,56
,,Earlco Vineyards Ltd,"Penticton, BC V2A 8T6",8431-General farm workers,18
,,East 2 West Fruit Packers Ltd,"Oliver, BC V0H 1T0",8431-General farm workers,2
,,Eurosa Farms Ltd,"Brentwood Bay, BC V8M 1J6",8432-Nursery and greenhouse workers,4
,,FKC (168) Produce Ltd,"Surrey, BC V3S 8H6",8432-Nursery and greenhouse workers,1
,,G P Sandher Holdings Ltd.,"Kelowna, BC V1P 1C5",8431-General farm workers,10
,,Ghuman Farm,"Kelowna, BC V1W 4G8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Gill's Paradise Orchard,"Cawston, BC V0X 1C2",8431-General farm workers,2
,,Grafton Farm Ltd,"Richmond, BC V6V 1B3",8431-General farm workers,8
,,H & R Orchards Ltd.,"Canyon, BC V0B 1C0",0821-Managers in agriculture,1
,,,,8431-General farm workers,6
,,Hatch A Bird Farm,"Powell River, BC V8A 4W2",8431-General farm workers,1
,,HIGH POWER NURSERY LTD,"Abbotsford, BC V2T 5H9",8431-General farm workers,14
,,Holler Estate Vineyards,"Penticton, BC V2A 8T6",8431-General farm workers,8
