"List of employers who were issued a positive  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,, 
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved 
,,Skin and Bones Film Company Inc.,"Toronto, ON M6J 1H6","5131-Producers, directors, choreographers and related occupations",4
,,Slovenian Linden Foundation,"Etobicoke, ON M9C 1V7",1221-Administrative officers,1
,,Smarteyes Direct Inc.,"Markham, ON L3R 0N3",6314-Customer and information services supervisors,1
,,Sobirovs Professional Corporation,"Toronto, ON M5A 2X1",4163-Business development officers and marketing researchers and consultants,1
,,"Soft Citizen, Inc.","Toronto, ON M5A 2N4","0013-Senior managers - financial, communications and other business services",1
,,,,"5131-Producers, directors, choreographers and related occupations",4
,,South Asian Culinary Services Inc,"Scarborough, ON M1J 2H1",6322-Cooks,3
,,Southern Cross Plumbing Inc,"Toronto, ON M1E 5C8",7251-Plumbers,2
,,Spartan Interiors Ltd.,"East York, ON M4B 3E2",7295-Floor covering installers,1
,,Spy Films Inc.,"Toronto, ON M5V 1E3","5131-Producers, directors, choreographers and related occupations",7
,,Sryas Inc.,"Toronto, ON M5X 1C7",2171-Information systems analysts and consultants,1
,,SSA Infosystems Inc.,"Toronto, ON M5J 2S1",2171-Information systems analysts and consultants,1
,,SSCMP CONSTRUCTION LIMITED,"Bradford, ON L3Z 3A7",7281-Bricklayers,1
,,St. Joseph's Health Care London,"London, ON N6A 4V2",3111-Specialist physicians,1
,,Steam Films Inc.,"Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,Streamline Cable Solutions Inc,"Woodbridge, ON L4H 0R6",7247-Cable television service and maintenance technicians,1
,,Structural Contracting Ltd.,"Gormley, ON L0H 1G0",7271-Carpenters,1
,,Sundine Produce Inc.,"Mississauga, ON L4V 1H3",0731-Managers in transportation,1
,,Suneeva Ltd.,"Toronto, ON M5B 2E7","5131-Producers, directors, choreographers and related occupations",2
,,Survalent Technology Corporation,"Brampton, ON L6Y 5X5",2133-Electrical and electronics engineers,1
,,,,2282-User support technicians,1
,,Sweet Mahal Inc.,"Brampton, ON L6P 1G7",6321-Chefs,1
,,,,6322-Cooks,2
,,Tammet Systems Inc,"Oakville, ON L6H 5R7","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,The ASTOUND Group Inc.,"Toronto, ON M6K 1X8",7271-Carpenters,1
,,The Beauty House Lash & Brown Inc.,"Toronto, ON M5V 4A7",6211-Retail sales supervisors,1
,,The Common Good.TV Ltd,"Toronto, ON M5A 2N4","5131-Producers, directors, choreographers and related occupations",1
,,The Corner Store Films Inc.,"Toronto, ON M5V 1P9","5131-Producers, directors, choreographers and related occupations",2
,,The Dance Barre Inc.,"Windsor, ON N8W 5C2",5134-Dancers,1
,,The Distillery Restaurants Corp.,"Toronto, ON M5A 3C4",6321-Chefs,1
,,The Solar Group Inc,"Scarborough, ON M1N 1V4",6315-Cleaning supervisors,1
,,The University of Western Ontario,"London, ON N6A 5B8",4011-University professors and lecturers,2
,,Three O Four Limited,"Milton, ON L9T 3J2",7316-Machine fitters,1
,,TIF Mechanical Limited,"Concord, ON L4K 0B3",7251-Plumbers,1
,,Timberland Ford Inc.,"Timmins, ON P4N 2S4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Torcan Lift Equipment Ltd.,"Toronto, ON M9M 2M6",7312-Heavy-duty equipment mechanics,1
,,Toronto Festival of Arts,"Toronto, ON M6J 2W5","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Toronto Symphony Orchestra,"Toronto, ON M5H 1K5","1123-Professional occupations in advertising, marketing and public relations",1
,,Trace Engineering Ltd.,"Toronto, ON M2J 4V8",2253-Drafting technologists and technicians,1
,,Trend Marketing Wholesale Inc.,"Toronto, ON M3J 3C1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Trinity Financial Services Inc,"Thornhill, ON L3T 7M8","1212-Supervisors, finance and insurance office workers",1
,,Trinity Roofing Ltd,"Toronto, ON M9L 2S1",7291-Roofers and shinglers,3
,,Triumph Aluminum & Sheet metal Inc.,"Toronto, ON M6L 2H8",2241-Electrical and electronics engineering technologists and technicians,1
,,Trueline Construction Company Ltd.,"Woodbridge, ON L4H 3G5",7281-Bricklayers,1
,,TT Precision Ltd,"Mississauga, ON L4W 1Z4","6344-Jewellers, jewellery and watch repairers and related occupations",1
,,TWI Foods Inc,"Etobicoke, ON M9W 4M2","9213-Supervisors, food, beverage and associated products processing",1
,,Two Management,"Toronto, ON M5V 2V8","5232-Other performers, n.e.c.",3
,,Two Star Carpentry Contractors,"Markham, ON L3R 0N6",7271-Carpenters,1
,,U Can Universal Inc.,"Etobicoke, ON M8W 3S2",2172-Database analysts and data administrators,1
,,Uni Chairs Inc.,"Woodbridge, ON L4L 9L5","1123-Professional occupations in advertising, marketing and public relations",1
,,Unisystech Consulting Inc.,"Toronto, ON M3B 1A5",2174-Computer programmers and interactive media developers,1
,,Universal Truck Bodies Corp.,"Mississauga, ON L4W 1Y5",7237-Welders and related machine operators,1
,,University Health Network,"Toronto, ON M5G 2C4",3111-Specialist physicians,2
,,University of Toronto,"Toronto, ON M5S 1A7",1112-Financial and investment analysts,1
,,,,4011-University professors and lecturers,9
,,University of Waterloo,"Waterloo, ON N2L 3G1",4011-University professors and lecturers,1
,,Varun-Vishal Inc,"Barrie, ON L4N 6L4",6322-Cooks,1
,,VR Travel Ltd.,"Toronto, ON M5T 2C2",0621-Retail and wholesale trade managers,1
,,Weld Right Corp,"Hamilton, ON L8H 5Z4",7311-Construction millwrights and industrial mechanics,1
,,Wellcore Corporation,"Thornhill, ON L4J 3M8",7271-Carpenters,2
,,Western Best Landing Corp.,"Hamilton, ON L8H 7P4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Weston M.B. Collision Limited,"Toronto, ON M9L 1X6",7322-Motor vehicle body repairers,1
,,Willow Creek Contracting Ltd.,"Toronto, ON M4B 1Y6","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Wittington Properties Ltd.,"Toronto, ON M4T 2S5",0714-Facility operation and maintenance managers,1
,,World Blind Union,"Toronto, ON M4G 3E8","0014-Senior managers - health, education, social and community services and membership organizations",1
,,World Wide Carriers Ltd.,"Bolton, ON L7E 1K4",2281-Computer network technicians,1
,,Wyecroft Trim & Door Group,"Mississauga, ON L5S 1R7",7271-Carpenters,1
,,X Movement Inc.,"Toronto, ON M6J 2L5","0014-Senior managers - health, education, social and community services and membership organizations",1
,,York University,"Toronto, ON M3J 1P3",4011-University professors and lecturers,1
,,Young Group Entertainment Inc.,"Toronto, ON M2M 3W5",6321-Chefs,1
,,Zenith System Solutions Inc.,"Markham, ON L3R 6G2",2174-Computer programmers and interactive media developers,1
,,Zinc Production Company,"Toronto, ON M6K 1A6","5232-Other performers, n.e.c.",2
,   Low Wage,1044783 Ontario Inc.,"Brampton, ON L6Z 3S4",6322-Cooks,1
,,1100838 Ontario Ltd. o/a Montfort Brant,"Burlington, ON L7L 5Y6",6322-Cooks,1
,,1142155 Ontario Limited,"London, ON N6H 5L5",7441-Residential and commercial installers and servicers,1
,,1275756 Ontario Inc.,"Mississauga, ON L5C 3Y8",6322-Cooks,1
,,1352828 ONTARIO INC,"Peterborough, ON K9H 1G7",6322-Cooks,1
,,1458819 Ontario Inc.,"Brampton, ON L6S 5N9",7237-Welders and related machine operators,1
,,1484185 Ontario Limited,"Vaughan, ON L4L 4Y3",6211-Retail sales supervisors,1
,,1582353 Ontario Ltd.,"Mississauga, ON L5R 3T7",6311-Food service supervisors,2
,,1707975 Ontario Inc.,"Thornhill, ON L3T 4K1",6322-Cooks,1
,,1817478 Ontario Inc o/a Schnitzel Hub,"Toronto, ON M4T 1Y7",6322-Cooks,1
,,1824107 Ontario Limited,"Woodbridge, ON L4H 0A8",6321-Chefs,1
,,1828655 Ontario Inc.,"Toronto, ON M4K 1P6",6322-Cooks,1
,,1836873 Ontario Ltd.,"Woodbridge, ON L4H 0A2",6311-Food service supervisors,1
,,1853802 Ontario Limited,"Coburg, ON K9A 5L4",6311-Food service supervisors,1
,,1886277 Ontario LTD,"Richmond Hill, ON L4C 3C8",6322-Cooks,1
,,1930392 Ontario Inc,"Toronto, ON M1R 1R4",6322-Cooks,2
,,1945073 Ontario Inc.,"Richmond Hill, ON L4B 3K9",6311-Food service supervisors,1
,,1960242 Ontario Inc.,"Toronto, ON M4Y 2B3",6322-Cooks,2
,,2023030 Ontario Ltd.,"Thornhill, ON L4J 7X2","5254-Program leaders and instructors in recreation, sport and fitness",1
,,2024232 Ontario Inc,"Vaughan, ON L4K 2A6",6211-Retail sales supervisors,1
,,,,"6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,2046229 Ontario Inc.,"Thornhill, ON L3T 5R5",6322-Cooks,1
,,2070567 Ontario Inc.,"Brampton, ON L6S 1A2",6322-Cooks,1
,,2073742 Ontario INC.,"Brampton, ON L6W 3J7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,2112047 Ontario Ltd.,"Toronto, ON M5V 1M6",6311-Food service supervisors,2
,,2174636 Ontario Inc.,"Mississauga, ON L5N 6A3",6311-Food service supervisors,1
,,2175633 Ontario Ltd,"Toronto, ON M2K 2V2",6322-Cooks,1
,,2186716 Ontario Inc.,"Scarborough, ON M1V 3Z7","5254-Program leaders and instructors in recreation, sport and fitness",1
,,2197727 Ontario Inc.,"Collingwood, ON L9Y 2L6",6322-Cooks,1
,,2202662 Ontario Inc.,"Toronto, ON M4Y 1K9",6311-Food service supervisors,1
,,2214438 Ontario Inc.,"Brampton, ON L6V 4J7",1311-Accounting technicians and bookkeepers,1
,,2258192 Ontario inc,"Toronto, ON M4Y 2A1",6322-Cooks,1
,,2271599 Ontario Ltd.,"White River, ON P0M 3G0",6311-Food service supervisors,2
,,2273415 Ontario Corp.,"North York, ON M2M 3S9",6341-Hairstylists and barbers,1
,,2280793 Ontario Inc,"Toronto, ON M2M 3V9",6311-Food service supervisors,1
,,2290888 Ontario Inc.,"Ottawa, ON K1K 3B1",6322-Cooks,1
,,2295988 Ontario Incorporation,"Mississauga, ON L5J 4V2",0631-Restaurant and food service managers,1
,,2304951 Ontario Inc,"Toronto, ON M5A 3S5",0631-Restaurant and food service managers,1
,,2308542 Ontario Inc.,"Chatham, ON N7L 1B9",6322-Cooks,1
,,2319482 Ontario Ltd.,"Toronto, ON M1P 2W9",6322-Cooks,1
,,2333170 Ontario Ltd.,"Toronto, ON M2N 5N2",6322-Cooks,1
,,2338897 Ontario Inc,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,2349993 Ontario Inc. o/a A&W,"King, ON L7B 0G9",6311-Food service supervisors,1
,,2367398 Ontario Ltd.,"Toronto, ON M8X 1B8",6322-Cooks,1
,,2367535 Ontario Inc o/a Tandoori Xpress,"Kitchener, ON N2E 4E9",6322-Cooks,2
,,2376619 Ontario Inc.,"Toronto, ON M4V 1G3",6322-Cooks,1
,,2387296 Ontario Ltd.,"Toronto, ON M5T 1T1",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,2389560 Ontario Limited,"Markham, ON L3R 5G1",6322-Cooks,2
,,2405929 Ontario Inc.,"Toronto, ON M4M 1L5",6322-Cooks,1
,,2410570 Ontario Inc.,"York, ON M6E 2K3",6322-Cooks,1
,,2436853 Ontario Inc.,"Toronto, ON M6C 1B2",6322-Cooks,1
,,2446120 Ontario Inc.,"St. Catherines, ON L2R 3M7",6322-Cooks,1
,,2452148 Ontario Inc.,"Toronto, ON M2R 1K8",6322-Cooks,1
,,2466653 Ontario Corporation o/a South St. Burger,"Kitchener, ON N2E 4E2",6311-Food service supervisors,1
,,2467922 Ontario Inc.,"Brampton, ON L6R 3Y3",6322-Cooks,3
,,2472503 Ontario Ltd,"Toronto, ON M2N 5S1",6322-Cooks,1
,,2477292 Ontario Inc.,"Georgetown, ON L7G 4B1",6322-Cooks,1
,,2482396 Ontario Inc. O/A Subway,"Red Lake, ON P0V 2M0",6311-Food service supervisors,1
,,2484172 Ontario Inc.,"Burlington, ON L7N 3N9",6322-Cooks,1
,,2492481 Ontario Inc.,"Brampton, ON L6X 0T9",6322-Cooks,1
,,2503871 Ontario Inc.,"Toronto, ON M1R 4C2",6322-Cooks,1
,,2506698 Ontario Inc.,"Markham, ON L6C 0G6",6321-Chefs,1
,,2516320 Ontario Ltd.,"Mississauga, ON L5A 4E1",6322-Cooks,1
,,2549090 ONTARIO INC.,"Windsor, ON N9A 4M7",6321-Chefs,1
,,6587194 Canada Inc,"Stoney Creek, ON L8J 0E5",1311-Accounting technicians and bookkeepers,1
,,728343 Ontario Inc.,"Fenwick, ON L0S 1C0",7272-Cabinetmakers,1
,,850 Degrees Inc.,"Etobicoke, ON N0W 1N2",6322-Cooks,3
,,8704899 Canada Incorporated,"Windsor, ON N8Y 1C7",6322-Cooks,1
,,9 Baci Inc.,"Maple, ON L6A 1R2",6321-Chefs,1
,,9112316 Canada Inc,"Toronto, ON M5G 1C5",6311-Food service supervisors,1
,,9235612 Canada Inc. o/a El Mariachi,"Mississauga, ON L5M 1L7",6322-Cooks,1
,,9322582 Canada Inc.,"Toronto, ON M2N 5M5",6311-Food service supervisors,1
,,Abhiditi Inc.,"Toronto, ON M4S 1Z8",6321-Chefs,4
,,ACL Steel Ltd.,"Kitchener, ON N2B 3X4",7237-Welders and related machine operators,1
,,African Lion Safari & Game Farm Ltd.,"Cambridge, ON N1R 5S2",6563-Pet groomers and animal care workers,2
,,ALC International Services Inc,"Toronto, ON M4Y 1N1",6322-Cooks,1
,,Amico Chef Inc.,"Toronto, ON M6B 3S7",6321-Chefs,1
,,Argo Drywall Inc.,"Toronto, ON M3J 3J1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Ascari Enoteca Restaurants Ltd.,"Toronto, ON M4M 1K4",6321-Chefs,1
,,Balmertown Food Fair  Inc,"Balmertown, ON P0V 1C0",6211-Retail sales supervisors,1
,,Bebo's Authentic Grill,"Etobicoke, ON M8W 2V4",6332-Bakers,1
,,"Bella's Pinoy Bakery, Inc.","Brampton, ON L6W 3G2",6322-Cooks,1
,,Botanic Planet Canada Inc.,"Brampton, ON L6W 3R6",3232-Practitioners of natural healing,1
,,Boulderz Climbing Centre Inc,"Etobicoke, ON M8Z 5X1","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Brampton Olympic Taekwondo Ltd.,"Brampton, ON L6X 5E9","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Capital Tokyo Sushi Inc.,"Ottawa, ON K2P 2A1",6322-Cooks,1
,,Carole's Cheescake Company Ltd.,"Toronto, ON M6B 1G3",6332-Bakers,2
,,Cash Shop 3 / 2110885 Ontario Inc.,"Pickering, ON L1V 5R2",6235-Financial sales representatives,1
,,Chung's Taekwondo Academy Inc.,"Richmond Hill, ON L4C 3G7","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Concrete Inc.,"Toronto, ON M5T 2L4",6321-Chefs,1
,,Datametrex Limited,"Toronto, ON M4A 3A6",1241-Administrative assistants,1
,,Decor-Rest Furniture Ltd.,"Woodbridge, ON L4L 8N6",6345-Upholsterers,5
,,DHG 09 Inc.,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,DHG 10 Inc,"Mississauga, ON L5W 1T2",1311-Accounting technicians and bookkeepers,1
,,DHG 13 Inc.,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,Don Don Izakaya Inc.,"Toronto, ON M5G 1C6",6322-Cooks,1
,,DPG Food Services Inc.,"Fort Frances, ON P9A 2T1",6311-Food service supervisors,1
,,Duo Patisserie And Cafe (Markham) Inc.,"Markham, ON L3T 7Y3",6321-Chefs,1
,,Ellerslie Chicken Foods Inc,"Waterloo, ON N2L 5W6",6311-Food service supervisors,1
,,Elsa's Lutong Bahay Inc,"Brampton, ON L6W 3J3",6322-Cooks,2
,,Everest Adventure Ltd.,"Brampton, ON L6R 3A5",6322-Cooks,2
,,Exeter Thai Cuisine Inc.,"Exeter, ON N0M 1S0",6322-Cooks,2
,,Ganaraska Animal Clinic Prof. Corp.,"Port Hope, ON L1A 3V6",3213-Animal health technologists and veterinary technicians,1
,,Greenwood Enterprises Inc.,"Huntsville, ON P1H 2K8",6311-Food service supervisors,2
,,Hapa Izakaya Toronto Restaurant Inc.,"Toronto, ON M6G 1B4",6322-Cooks,1
,,Hoshi Japanese Restaurant,"Peterborough, ON K9J 2T8",6322-Cooks,1
,,Hot Docs,"Toronto, ON M5V 2K4",1226-Conference and event planners,1
,,Hupup & Faab Inc.,"Mississauga, ON L5W 1T2",6311-Food service supervisors,1
,,Image 22 Interiors Inc.,"Mississauga, ON L5T 2J6",9437-Woodworking machine operators,1
,,Izakaya Ju Inc.,"Markham, ON L3R 4G9",6311-Food service supervisors,1
,,Izakaya Toronto Inc.,"Toronto, ON M5T 1R9",6322-Cooks,2
,,Jabistro Inc.,"Toronto, ON M5T 1R9",6322-Cooks,2
,,Jesben Tash Corporation,"Guelph, ON N1H 6H9",6211-Retail sales supervisors,1
,,K&L Francis Inc.,"Huntsville, ON P1H 2K8",6311-Food service supervisors,2
,,Ki Seok Lee Drugs Limited,"North York, ON M2M 3E9",1311-Accounting technicians and bookkeepers,1
,,Kinton Ramen 2 Inc.,"Toronto, ON M5T 1R9",6321-Chefs,1
,,Kinton Ramen 3 Inc.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kinton Ramen 5 INC.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,Kinton Ramen 7 Inc.,"Toronto, ON M5T 1R9",6322-Cooks,1
,,kitchenforkitchen.com Inc.,"Toronto, ON M3N 1V7",7272-Cabinetmakers,1
,,Kothur Inc,"Etobicoke, ON M8V 1P9",6322-Cooks,1
,,La Bakeria Due Inc.,"Toronto, ON M5V 3H3",6322-Cooks,1
,,Load Solutions Inc.,"Mississauga, ON L5T 2G9",1311-Accounting technicians and bookkeepers,1
,,Madoi Restaurant,"Peterborough, ON K9H 3R4",6322-Cooks,1
,,Maillette Holdings Inc,"Waterloo, ON N2K 3Y9",6211-Retail sales supervisors,1
,,Masellis Supermarket Ltd.,"Toronto, ON M4J 1L9","6331-Butchers, meat cutters and fishmongers - retail and wholesale",1
,,Mass Food Corporation,"Kitchener, ON N2C 1X4",6322-Cooks,1
