"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2020",,,,, 
Province/Territory,Program Stream,Employer ,Address,Occupation,Approved Positions 
Quebec, Global Talent Stream,TrackTik Software Inc,"Montréal, H2W2R2",2173-Software engineers and designers,1
Quebec, Global Talent Stream,TrackTik Software Inc,"Montréal, H2W2R2",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Tuque Games Inc.,"MONTRÉAL, H4C2C7",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, H2T1S6",2171-Information systems analysts and consultants,1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, H2T1S6",2173-Software engineers and designers,2
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, H2T1S6",2174-Computer programmers and interactive media developers,6
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, H2T1S6",2281-Computer network technicians,1
Quebec, Global Talent Stream,Ubisoft Entertainment Inc.,"Montréal, H2T1S6",5241-Graphic designers and illustrators,1
Quebec, Global Talent Stream,Umano Medical inc.,"L'ISLET, G0R2C0",2171-Information systems analysts and consultants,2
Quebec, Global Talent Stream,Unity Technologies Canada Company,"MONTREAL, H4Z1E9",2172-Database analysts and data administrators,1
Quebec, Global Talent Stream,Unity Technologies Canada Company,"MONTREAL, H4Z1E9",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,WorJam Inc.,"Montréal, H3C 3X6",2174-Computer programmers and interactive media developers,1
Quebec, Global Talent Stream,Wrnch Inc,"Montreal, H4C2Z6",2173-Software engineers and designers,2
Quebec, Global Talent Stream,Xiphos Systems Corporation,"Montréal, H2W1Y5",2283-Information systems testing technicians,1
Quebec, Global Talent Stream,Zenika Conseil Inc,"Montréal, H2J2L1",2174-Computer programmers and interactive media developers,1
Ontario,    High Wage, Webooook Information Technology Limited,"Richmond Hill, L4B1C8",6222-Retail and wholesale buyers,1
Ontario,    High Wage,10138401 Canada Inc.,"Toronto, M2N7H2",2171-Information systems analysts and consultants,1
Ontario,    High Wage,10176494 Canada Inc.,"Summerstown, K0C2E0",7311-Construction millwrights and industrial mechanics,2
Ontario,    High Wage,10176729 Canada Inc,"Ottawa, K1S2J8",6321-Chefs,1
Ontario,    High Wage,10343480 Canada Corporation,"London, N6E2H8",6211-Retail sales supervisors,1
Ontario,    High Wage,10349097 Canada Inc.,"Toronto, M5V1K1",0631-Restaurant and food service managers,1
Ontario,    High Wage,10374687 Canada Inc.,"TRENTON, K8V4M9",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,10495395 Canada Inc,"MARKHAM, L3R4L9",7291-Roofers and shinglers,1
Ontario,    High Wage,10713554 CANADA INC,"MISSISSAUGA, L4T3W4",1241-Administrative assistants,1
Ontario,    High Wage,108 ideaspace inc.,"Toronto, M4W3E2",1221-Administrative officers,1
Ontario,    High Wage,10851582 Canada Inc. o/a Yifang Taiwan Fruit Tea,"Vaughan, L4J8Y5",0631-Restaurant and food service managers,1
Ontario,    High Wage,10966789 Canada Inc. Hi Tea,"Scarborough, M1V4A1","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,11218999 Canada Inc.,"Markham, L6C 1E2","0013-Senior managers - financial, communications and other business services",1
Ontario,    High Wage,11468782 CANADA LTD,"WASAGA BEACH, L9Z2C2",6321-Chefs,1
Ontario,    High Wage,11519450 Canada Inc.,"Niagara Falls, L2G1S4",0631-Restaurant and food service managers,1
Ontario,    High Wage,1161396 ONTARIO INC,"Oakville, L6H6P9",1221-Administrative officers,2
Ontario,    High Wage,11637622 Canada Inc.,"BEAMSVILLE, L0R1B2","0016-Senior managers - construction, transportation, production and utilities",1
Ontario,    High Wage,1166552 Ontario Inc,"TORONTO, M3J3K6",1226-Conference and event planners,3
Ontario,    High Wage,1175648 Ontario Limited,"Mississauga, L5T1R7",1241-Administrative assistants,1
Ontario,    High Wage,1206880 Ontario Limited,"Woodbridge, L4L7J1",7271-Carpenters,1
Ontario,    High Wage,1227239 Ontario Inc.,"Scarborough, M1S1T8",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,1227937 Ontario Inc,"Toronto, M5S1V8",6321-Chefs,1
Ontario,    High Wage,1261789 Ontario Inc,"Brampton, L6W1H9","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
Ontario,    High Wage,1352866 Ontario Inc,"toronto, M9W4Y5",5242-Interior designers and interior decorators,1
Ontario,    High Wage,1352866 Ontario Inc,"toronto, M9W4Y5",7271-Carpenters,4
Ontario,    High Wage,1404455 Ontario Inc.,"Embro, N0J1J0","7302-Contractors and supervisors, heavy equipment operator crews",1
Ontario,    High Wage,1409576 Ontario Limited,"Gravenhurst, P1P1K6","6313-Accommodation, travel, tourism and related services supervisors",1
Ontario,    High Wage,1441998 Ontario Inc.,"WOODBRIDGE, L4H2G4",1221-Administrative officers,1
Ontario,    High Wage,1458556 Ontario Inc.,"Woodbridge, L4L4Z1",1223-Human resources and recruitment officers,1
Ontario,    High Wage,1473834 Ontario Limited o/a Tim Hortons,"Niagara falls, L2E0A8",1221-Administrative officers,1
Ontario,    High Wage,1487690 Ontario Ltd.,"Toronto, M5H3G8",6311-Food service supervisors,1
Ontario,    High Wage,1514342 ONTARIO LTD.,"Mississauga, L4W1A1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,1519448 ONTARIO INC,"Scarborough, M1R3C7",0711-Construction managers,1
Ontario,    High Wage,1519950 Ontario Inc,"Brampton, L6W1X4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,1527530 Ontario Inc,"Bolton, L7E4H8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,1542766 Ontario Inc.,"Mississauga, L5T1E6","7301-Contractors and supervisors, mechanic trades",1
Ontario,    High Wage,1562852 Ontario Limited,"Toronto, M8W1Z6",2211-Chemical technologists and technicians,1
Ontario,    High Wage,1574631 Ontario Inc,"Brampton, L6W3R9",1221-Administrative officers,1
Ontario,    High Wage,1578342 Ontario Inc O/A Printwell Printers,"Mississauga, L4W1S4",0114-Other administrative services managers,1
Ontario,    High Wage,1604380 ONTARIO LTD.,"TORONTO, M2R2A5",1241-Administrative assistants,1
Ontario,    High Wage,1626919 Ontario Inc.,"KLEINBURG, L0J1C0",7511-Transport truck drivers,6
Ontario,    High Wage,1659656 Ontario Inc.,"Mississauga, L4X1B1",1221-Administrative officers,1
Ontario,    High Wage,1659656 Ontario Inc.,"Mississauga, L4X1B1",7281-Bricklayers,1
Ontario,    High Wage,1691634 ONTARIO LIMITED,"KLEINBURG, L0J1C0",6321-Chefs,1
Ontario,    High Wage,1692754 ONTARIO INC.,"Welland, L3B3K1",6322-Cooks,1
Ontario,    High Wage,1715008 Ontario Ltd.,"Toronto, M9L1R3",7271-Carpenters,1
Ontario,    High Wage,1715008 Ontario Ltd.,"Toronto, M9L1R3",7294-Painters and decorators (except interior decorators),3
Ontario,    High Wage,1743335 Ontario Inc,"Kitchener, N2E4E9",6311-Food service supervisors,1
Ontario,    High Wage,1762581 Ontario Inc,"Woodbridge, L4L5X3",6315-Cleaning supervisors,1
Ontario,    High Wage,1766234 Ontario Inc .,"mississauga, L5L5R4",0911-Manufacturing managers,1
Ontario,    High Wage,1770500 Ontario Limited/ Home Inspirations Ltd.,"Toronto, M6E4T1",7271-Carpenters,2
Ontario,    High Wage,1811127 Ontario Inc.,"Brampton, L6T5A1",7511-Transport truck drivers,4
Ontario,    High Wage,1815578 Ontario Inc.,"North York, M2M3X4","0651-Managers in customer and personal services, n.e.c.",1
Ontario,    High Wage,1825728 Ontario Inc,"Aurora, L4G2Z5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,1831852 Ontario Inc.,"Niagara Falls, L2G1V1",0631-Restaurant and food service managers,1
Ontario,    High Wage,1867280 Ontario Inc.,"Markham, L3R2W1",0631-Restaurant and food service managers,1
Ontario,    High Wage,1892137 Ontario Inc.,"Waterloo, N2L3E9",6311-Food service supervisors,1
Ontario,    High Wage,1904895 ONTARIO INC.,"WEST LORNE, N0L2P0",0621-Retail and wholesale trade managers,1
Ontario,    High Wage,1934106 ONTARIO INC.,"Bracebridge, P1L1X4",7283-Tilesetters,1
Ontario,    High Wage,1944431 Ontario Inc.,"Pickering, L1W3N2",1221-Administrative officers,1
Ontario,    High Wage,1960481  Ontario Inc.,"Toronto, M6H0B6",7281-Bricklayers,2
Ontario,    High Wage,1990601ONTARIO INC.,"ETOBICOKE, M9A4X6",7291-Roofers and shinglers,2
Ontario,    High Wage,1992296 Ontario Inc.,"St. Catharines, L2M6S9",7322-Motor vehicle body repairers,2
Ontario,    High Wage,1st Call Industrial Ltd.,"Mississauga, L5L3S4",1241-Administrative assistants,1
Ontario,    High Wage,2000007 Ontario Inc.,"Toronto, M9L1V7","1123-Professional occupations in advertising, marketing and public relations",1
Ontario,    High Wage,2000007 Ontario Inc. o/a INKAS Armored Vehicle Manufacturing,"Toronto, M9L1V7",7271-Carpenters,1
Ontario,    High Wage,2016491 Ontario Inc.,"Mississauga, L4T4E5",0421-Administrators - post-secondary education and vocational training,1
Ontario,    High Wage,2016491 Ontario Inc.,"Mississauga, L4T4E5",4021-College and other vocational instructors,1
Ontario,    High Wage,2016491 Ontario Inc.,"Mississauga, L4T4E5",4033-Educational counsellors,1
Ontario,    High Wage,2029789 Ontario Limited,"Toronto, M6R2J5",5241-Graphic designers and illustrators,2
Ontario,    High Wage,2032428 Ontario Ltd.,"Oakville, L6J1P1",0631-Restaurant and food service managers,1
Ontario,    High Wage,2047446 Ontario Inc.,"Brampton, L6W1L4",1241-Administrative assistants,1
Ontario,    High Wage,2047446 Ontario Inc.,"Brampton, L6W1L4",7511-Transport truck drivers,4
Ontario,    High Wage,2048345 Ontario Inc,"Brampton, L6P1G4",7511-Transport truck drivers,3
Ontario,    High Wage,2049517 Ontario Limited,"Brampton, L6T4L9",7237-Welders and related machine operators,1
Ontario,    High Wage,2050308 Ontario Inc.,"Burlington, L7M0E4",7511-Transport truck drivers,3
Ontario,    High Wage,2075296 Ontario Inc.,"North York, M4A1W5",6211-Retail sales supervisors,1
Ontario,    High Wage,2083162 Ontario Ltd,"Brampton, L6S0C9",1221-Administrative officers,1
Ontario,    High Wage,2083162 Ontario Ltd,"Brampton, L6S0C9",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,2098314 ONTARIO INC,"Toronto, M6G2K9",7271-Carpenters,1
Ontario,    High Wage,2109971 Ontario Inc.,"Etobicoke, M9W5R1","0124-Advertising, marketing and public relations managers",1
Ontario,    High Wage,2124652 ONTARIO LIMITED,"LONDON, N5Z1P7",0114-Other administrative services managers,1
Ontario,    High Wage,2132867 ONTARIO LIMITED,"Mississauga, L4W2S7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,2135040 Ontario Ltd,"CALEDON, L7C3Z3",7511-Transport truck drivers,4
Ontario,    High Wage,2142257 Ontario Limited o/a Rosewood Studio,"Perth, K7H2M5",4021-College and other vocational instructors,1
Ontario,    High Wage,2146369Ontario Inc.,"Richmond Hill, L4B3K6",6222-Retail and wholesale buyers,1
Ontario,    High Wage,2162864 Ontario Inc.,"Brampton, L6S2W2",1221-Administrative officers,1
Ontario,    High Wage,2163857 ONTARIO LIMITED,"MISSISSAUGA, L4W4C3",6321-Chefs,1
Ontario,    High Wage,2166560 Ontario Inc.,"Mississauga, L5S1R2",1241-Administrative assistants,1
Ontario,    High Wage,2168587 ontario ltd,"NORTH YORK, M3J2N7",2211-Chemical technologists and technicians,2
Ontario,    High Wage,2168587 ontario ltd,"NORTH YORK, M3J2N7",2241-Electrical and electronics engineering technologists and technicians,3
Ontario,    High Wage,2168587 ontario ltd,"NORTH YORK, M3J2N7","7334-Motorcycle, all-terrain vehicle and other related mechanics",2
Ontario,    High Wage,2176725 Ontario Inc,"brampton, L6W4K7",6321-Chefs,1
Ontario,    High Wage,2200926 ontario inc,"Brampton, L6R0E1",0631-Restaurant and food service managers,1
Ontario,    High Wage,2209454 Ontario Inc.,"Pickering, L1W1S7",6211-Retail sales supervisors,2
Ontario,    High Wage,2216639 Ontario Inc.,"Toronto, M5X1C7",5225-Audio and video recording technicians,1
Ontario,    High Wage,2217512 Ontario Inc.,"Peterborough, K9J1Z5",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,2217512 Ontario Inc.,"Peterborough, K9J1Z5",6311-Food service supervisors,3
Ontario,    High Wage,2217512 Ontario Inc.,"Peterborough, K9J1Z5",6322-Cooks,1
Ontario,    High Wage,2219333 Ontario Inc.,"Brampton, L6W3E7",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,2219333 Ontario Inc.,"Brampton, L6W3E7",6322-Cooks,2
Ontario,    High Wage,2238435 Ontario Inc.,"Bolton, L7E5A9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Ontario,    High Wage,2253457 Ontario Inc.,"Mississauga, L5S1E1",6211-Retail sales supervisors,1
Ontario,    High Wage,2258730 Ontario Inc.,"Mississauga, L4Z2Z1",6322-Cooks,1
Ontario,    High Wage,2271193 Ontario Inc.,"Woodbridge, L4H3N5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,2275784 ONTARIO INC.,"MISSISSAUGA, L5T1N7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,2282390 ONTARIO INC.,"Richmond Hill, L4C7A1",6321-Chefs,1
Ontario,    High Wage,2283516 ONTARIO INC,"MISSISSAUGA, L4T3X2",6316-Other services supervisors,1
Ontario,    High Wage,2283853 ONTARIO INC,"MILTON, L9T4R3",6322-Cooks,4
Ontario,    High Wage,2285647 ONTARIO LIMITED,"Scarborough, M1S3V6",6211-Retail sales supervisors,1
Ontario,    High Wage,2289552 Ontario Inc.,"Toronto, M5B2H1",6322-Cooks,1
Ontario,    High Wage,2290888 Ontario INC,"Ottawa, K2P2G7",6322-Cooks,2
Ontario,    High Wage,2302190 Ontario Inc.,"Brampton, L7A0X1",6211-Retail sales supervisors,1
Ontario,    High Wage,2304921 Ontario Inc.,"Mississauga, L5S1Z5","1211-Supervisors, general office and administrative support workers",1
Ontario,    High Wage,2307403 ONTARIO INC,"CAMBRIDGE, N1T2H8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Ontario,    High Wage,2307403 ONTARIO INC,"CAMBRIDGE, N1T2H9",7511-Transport truck drivers,3
Ontario,    High Wage,2314160 ONTARIO INC.,"Mississauga, L4W1R8",1221-Administrative officers,1
Ontario,    High Wage,2320610 Ontario Inc,"Mississauga, L4W4Y9","1211-Supervisors, general office and administrative support workers",2
Ontario,    High Wage,2320610 Ontario Inc,"Mississauga, L4W4Y9",1221-Administrative officers,1
Ontario,    High Wage,2320610 Ontario Inc,"Mississauga, L4W4Y9",1241-Administrative assistants,1
Ontario,    High Wage,2320610 Ontario Inc,"Mississauga, L4W4Y9",1311-Accounting technicians and bookkeepers,1
Ontario,    High Wage,2320610 Ontario Inc,"Mississauga, L4W4Y9",2282-User support technicians,2
Ontario,    High Wage,2320610 Ontario Inc,"Mississauga, L4W4Y9",6316-Other services supervisors,1
Ontario,    High Wage,2339366 ONTARIO INC,"CALEDON, L7C0X4",7237-Welders and related machine operators,1
Ontario,    High Wage,2346108 Ontario Inc.,"Toronto, M3B3P6",5241-Graphic designers and illustrators,1
Ontario,    High Wage,2366783 ONTARIO INC,"BRAMPTON, L6W3M1",7237-Welders and related machine operators,1
Ontario,    High Wage,2366783 ONTARIO INC,"BRAMPTON, L6W3M1",7322-Motor vehicle body repairers,2
Ontario,    High Wage,2367408 ONTARIO INC.,"CALEDON, L7C2H3",7511-Transport truck drivers,2
Ontario,    High Wage,2381009 ONTARIO INC,"BRAMPTON, L6T4Z6",7271-Carpenters,1
Ontario,    High Wage,2395772 Ontario Ltd.,"Brampton, L6T4S5",3219-Other medical technologists and technicians (except dental health),1
Ontario,    High Wage,2403236 Ontario Inc.,"Brampton, L6P2S4",6322-Cooks,1
Ontario,    High Wage,2410570 ONTARIO INC.,"YORK, M6E2K3",6322-Cooks,1
